Points_0,Points_1,Points_2,Points_Magnitude,Point ID
1.60041,2.70058,0.359481,3.1597,159
1.58615,2.72527,0.351774,3.17281,160
1.61724,2.72972,0.358907,3.19307,161
1.59703,2.75046,0.361702,3.201,162
1.63661,2.74524,0.410256,3.22229,163
1.6274,2.73412,0.366385,3.20282,164
2.05623,2.42013,0.604185,3.23267,165
2.08726,2.41502,0.599685,3.24786,166
2.07664,2.40152,0.563419,3.22447,167
2.04814,2.41184,0.535738,3.20919,168
2.03189,2.43565,0.591735,3.22662,169
2.0159,2.4457,0.527598,3.21305,170
2.00664,2.46693,0.536783,3.22497,171
2.01522,2.45213,0.581006,3.2267,172
2.00756,2.49222,0.553516,3.24774,173
2.03494,2.48114,0.567917,3.25876,174
2.07211,2.44854,0.590371,3.26152,175
2.03741,2.42348,0.593151,3.2212,176
2.09024,2.44194,0.642988,3.27805,177
1.62379,2.75769,0.385965,3.22343,178
1.53605,2.61406,0.876225,3.15603,179
1.51084,2.62164,0.887368,3.15326,180
1.49894,2.61557,0.887652,3.1426,181
1.55888,2.62072,0.836928,3.16208,182
1.53614,2.64827,0.859368,3.17987,183
1.54918,2.59752,0.852584,3.14228,184
1.52213,2.58425,0.86488,3.12142,185
1.52765,2.6043,0.881278,3.14527,186
1.51433,2.60616,0.882299,3.14065,187
1.48645,2.59061,0.868837,3.11058,188
1.47989,2.63742,0.885269,3.15116,189
1.46817,2.61142,0.879087,3.12216,190
1.52555,2.6246,0.879028,3.16046,191
1.51348,2.65123,0.879048,3.17685,192
2.02877,2.35531,0.777424,3.20434,193
2.02522,2.39019,0.742843,3.21968,194
2.00332,2.39058,0.745573,3.20687,195
1.95506,2.38699,0.79954,3.18736,196
1.99665,2.40164,0.749276,3.21183,197
1.97567,2.41396,0.7578,3.2101,198
1.95397,2.44049,0.793105,3.22537,199
1.94852,2.41084,0.796552,3.20053,200
1.98569,2.43361,0.78805,3.23828,201
2.03151,2.40935,0.771888,3.24466,202
1.99067,2.35637,0.792661,3.1849,203
0.759577,1.39458,-0.238665,1.60585,204
0.798239,1.43789,-0.201597,1.65691,205
0.809031,1.35027,-0.201476,1.58693,206
0.840306,1.45872,-0.145856,1.68975,207
0.849155,1.35961,-0.160182,1.61098,208
0.874485,1.43696,-0.0905375,1.68457,209
0.893118,1.36215,-0.0656511,1.63016,210
0.853074,1.30374,-0.156208,1.56584,211
0.807178,1.28478,-0.195849,1.52988,212
0.726597,1.27188,-0.244563,1.48507,213
0.740514,1.33743,-0.246234,1.54845,214
0.79719,1.24731,-0.194088,1.49297,215
0.71994,1.23336,-0.236887,1.44762,216
0.784268,1.19677,-0.17958,1.44207,217
0.710018,1.17425,-0.222819,1.3902,218
0.766457,1.12491,-0.149921,1.36944,219
0.849454,1.21066,-0.140741,1.48563,220
0.83859,1.14709,-0.116297,1.42569,221
0.872048,1.18021,-0.0994863,1.4708,222
0.891877,1.22547,-0.0783908,1.51768,223
0.855346,1.2663,-0.150602,1.53552,224
0.906258,1.28509,-0.0732784,1.57421,225
0.900437,1.40532,-0.0432992,1.66961,226
0.95725,1.35821,0.024463,1.66182,227
0.935913,1.28728,-0.0327756,1.59189,228
0.96754,1.28462,0.00575478,1.60823,229
0.96441,1.22035,-0.0254559,1.55563,230
0.946731,1.18331,-0.0490735,1.51622,231
0.923092,1.13676,-0.0711286,1.46608,232
0.866266,1.10005,-0.0941366,1.40335,233
0.82821,1.0939,-0.109007,1.37639,234
0.757181,1.09486,-0.14182,1.33871,235
0.695307,1.10431,-0.210739,1.32188,236
0.991481,1.34981,0.0794524,1.6767,237
0.993804,1.27966,0.0522207,1.62108,238
0.995874,1.19618,0.0254288,1.55668,239
0.97719,1.1493,0.000528352,1.50857,240
0.943073,1.09552,-0.0221188,1.4457,241
0.876586,1.05617,-0.0565395,1.37371,242
0.813987,1.04774,-0.0740541,1.32884,243
0.752373,1.04605,-0.107209,1.29297,244
0.681206,1.04704,-0.180479,1.26211,245
0.970634,1.31694,0.199136,1.64806,246
0.967415,1.242,0.182236,1.58482,247
0.967299,1.15876,0.164238,1.51834,248
0.944402,1.10649,0.14783,1.46221,249
0.903607,1.05815,0.128265,1.39737,250
0.837402,1.01025,0.10311,1.31623,251
0.759223,0.99604,0.0825511,1.25512,252
0.680358,0.997424,0.0652044,1.20913,253
0.573618,0.995208,0.0408434,1.14941,254
0.945096,1.5584,0.00459946,1.82259,255
0.885151,1.6251,-0.0578305,1.85143,256
0.91045,1.67275,-0.0042769,1.90448,257
0.974678,1.59021,0.061021,1.86614,258
0.960538,1.48982,0.035155,1.77298,259
0.930317,1.5261,-0.0198196,1.78742,260
0.879541,1.55032,-0.0815234,1.7843,261
0.869342,1.50741,-0.0914527,1.74253,262
0.864941,1.54474,-0.147164,1.77651,263
0.992545,1.45673,0.0760672,1.76437,264
1.01187,1.42714,0.111329,1.753,265
0.997276,1.39556,0.222071,1.72958,266
1.03228,1.46385,0.122502,1.7954,267
1.01287,1.43491,0.234059,1.77191,268
1.00874,1.50105,0.0964936,1.81108,269
-0.560099,0.916309,-0.644938,1.25271,270
-0.375561,0.913023,-0.614229,1.16273,271
-0.434499,0.830149,-0.598463,1.1118,272
-0.385238,0.826554,-0.580882,1.08121,273
-0.32655,0.853057,-0.571368,1.07741,274
-0.183477,0.949963,-0.537665,1.10688,275
-0.18786,0.898186,-0.519888,1.05466,276
-0.211055,0.840615,-0.42519,0.965383,277
-0.397233,0.797034,-0.479445,1.0114,278
-0.232303,0.807721,-0.356907,0.913105,279
0.027882,0.989927,-0.392796,1.06537,280
0.0067301,0.919249,-0.28795,0.963317,281
-0.0421355,0.863026,-0.125466,0.873115,282
-0.284674,0.761105,-0.201738,0.837268,283
0.669788,0.550862,-0.459104,0.981245,284
0.694053,0.558959,-0.463143,1.00431,285
0.726625,0.487261,-0.488859,1.00219,286
0.73236,0.575644,-0.425165,1.02395,287
0.765501,0.590032,-0.419578,1.05365,288
0.808687,0.525525,-0.444464,1.06193,289
0.772481,0.584988,-0.383865,1.04225,290
0.814876,0.516078,-0.398337,1.04357,291
0.697714,0.476336,-0.498767,0.981055,292
0.701111,0.450835,-0.497211,0.970582,293
0.73384,0.425241,-0.490382,0.979707,294
0.703466,0.410393,-0.508352,0.960056,295
0.849113,0.466842,-0.404737,1.05012,296
0.850378,0.465409,-0.448793,1.06825,297
0.74382,0.500516,-0.488109,1.0208,298
0.712523,0.572633,-0.436306,1.0129,299
0.683301,0.387147,-0.438866,0.899659,300
0.685546,0.387436,-0.388796,0.878204,301
0.690125,0.447375,-0.378007,0.905155,302
0.657541,0.548704,-0.376941,0.935692,303
0.6547,0.532707,-0.421367,0.943376,304
0.67432,0.44326,-0.440159,0.919199,305
0.805936,0.455524,-0.468817,1.0377,306
0.763828,0.513466,-0.459209,1.02857,307
0.77595,0.442994,-0.492126,1.02006,308
0.75796,0.433295,-0.494455,1.00336,309
0.780298,0.522239,-0.367029,1.00812,310
0.826429,0.454368,-0.380654,1.01702,311
0.718759,0.461319,-0.351237,0.92347,312
0.753395,0.501162,-0.350178,0.970254,313
0.715358,0.562511,-0.344926,0.973206,314
0.697045,0.564104,-0.351455,0.963123,315
0.759746,0.57224,-0.365439,1.01893,316
-1.31473,0.723991,-0.786246,1.69436,317
-1.33634,0.702008,-0.875217,1.74488,318
-1.28636,0.824557,-0.868269,1.75742,319
-1.35403,0.656719,-0.927315,1.76765,320
-1.30861,0.819575,-0.91876,1.79674,321
-1.38737,0.666826,-0.968991,1.8189,322
-1.34792,0.822894,-0.941995,1.83886,323
-1.43156,0.670283,-0.989452,1.86485,324
-1.38991,0.839881,-0.953108,1.88299,325
-1.48477,0.675569,-0.99089,1.90861,326
-1.44366,0.854099,-0.94458,1.92507,327
-1.61717,0.675109,-0.935337,1.98642,328
-1.63368,0.661147,-0.877126,1.96859,329
-1.61669,0.777526,-0.806834,1.96704,330
-1.59955,0.836682,-0.814106,1.98025,331
-1.57757,0.852586,-0.88027,1.99763,332
-1.58749,0.79871,-0.895077,1.98978,333
-1.40111,0.368513,-1.02489,1.77462,334
-1.4304,0.485067,-1.00128,1.81215,335
-1.38677,0.498497,-0.982838,1.77132,336
-1.43742,0.560479,-1.00005,1.83859,337
-1.38725,0.566626,-0.98136,1.79125,338
-1.45453,0.560662,-1.00134,1.85275,339
-1.44149,0.356812,-1.02039,1.80178,340
-1.4767,0.463707,-0.995151,1.84011,341
-1.51375,0.559307,-0.984393,1.89032,342
-1.55019,0.667578,-0.955454,1.9395,343
-1.48772,0.340843,-1.0026,1.82612,344
-1.52706,0.452425,-0.985066,1.87269,345
-1.57323,0.544607,-0.96701,1.92529,346
-1.36691,0.373436,-1.01083,1.7406,347
-1.36491,0.492993,-0.955689,1.73763,348
-1.36262,0.568916,-0.938121,1.74942,349
-1.35133,0.626827,-0.874751,1.72749,350
-1.37569,0.537789,-0.890298,1.72464,351
-1.38093,0.465234,-0.919129,1.72285,352
-1.37047,0.380474,-0.942677,1.70633,353
-1.35213,0.384147,-0.973962,1.71009,354
-1.38909,0.601428,-0.841806,1.73203,355
-1.40442,0.523958,-0.876567,1.73646,356
-1.44227,0.514757,-0.867734,1.76013,357
-1.4323,0.444016,-0.91012,1.75413,358
-1.43959,0.601166,-0.826824,1.76563,359
-1.51082,0.634785,-0.826824,1.83553,360
-1.50053,0.515127,-0.87805,1.81326,361
-1.47195,0.437007,-0.916164,1.788,362
-1.45327,0.345918,-0.948118,1.76934,363
-1.41046,0.363044,-0.931324,1.72874,364
-1.585,0.633881,-0.841912,1.90337,365
-1.57623,0.534758,-0.896838,1.89071,366
-1.51573,0.434591,-0.929703,1.83048,367
-1.47755,0.345775,-0.956072,1.79354,368
-1.58624,0.53488,-0.931719,1.91581,369
-1.54066,0.421833,-0.955688,1.86143,370
-1.5033,0.336708,-0.983702,1.82783,371
-1.57037,0.782311,-0.910276,1.97653,372
0.73267,0.694233,-0.401587,1.0863,373
0.736596,0.800809,-0.376965,1.15151,374
0.743442,0.806785,-0.336349,1.14749,375
0.736727,0.87646,-0.36886,1.20292,376
0.742165,0.870506,-0.324461,1.18906,377
0.717112,1.0038,-0.346242,1.2813,378
0.720905,1.00499,-0.304862,1.27384,379
0.714569,1.08494,-0.354708,1.34667,380
0.713066,1.0841,-0.305283,1.33302,381
0.654813,0.67579,-0.43388,1.03621,382
0.629955,0.76837,-0.436058,1.08507,383
0.629691,0.657894,-0.431094,1.00756,384
0.622537,0.841698,-0.429757,1.13168,385
0.602133,0.759136,-0.432768,1.0612,386
0.601137,0.970993,-0.421743,1.2174,387
0.580073,0.84316,-0.435268,1.11214,388
0.564621,1.04145,-0.437442,1.26284,389
0.539793,0.953098,-0.430897,1.17705,390
0.616076,0.648889,-0.414168,0.985972,391
0.570628,0.753725,-0.418642,1.03391,392
0.532814,0.828559,-0.413891,1.06851,393
0.514786,1.03244,-0.432458,1.23206,394
0.506247,0.952748,-0.414723,1.15586,395
0.611486,0.659411,-0.388225,0.979519,396
0.567661,0.748961,-0.377278,1.01268,397
0.528674,0.825115,-0.368973,1.04712,398
0.482914,1.0248,-0.4132,1.20588,399
0.47962,0.93401,-0.362509,1.11078,400
0.639653,0.674048,-0.339367,0.989276,401
0.589072,0.757633,-0.328433,1.01434,402
0.56128,0.823949,-0.317217,1.04621,403
0.442138,1.02735,-0.306048,1.15957,404
0.5132,0.972236,-0.293692,1.13792,405
0.736332,0.690328,-0.371998,1.0757,406
0.681902,1.06472,-0.393938,1.32431,407
0.691682,1.00506,-0.391064,1.28121,408
0.708791,0.691265,-0.426434,1.078,409
0.707724,0.865513,-0.419366,1.19409,410
0.683581,0.681524,-0.435558,1.05899,411
0.628437,1.08115,-0.43114,1.32276,412
0.641905,1.00123,-0.415095,1.25968,413
0.675839,0.849614,-0.428586,1.16717,414
0.680244,0.758264,-0.433612,1.10712,415
0.714711,0.776612,-0.420203,1.13601,416
0.547745,1.0284,-0.235646,1.18877,417
0.4988,1.02089,-0.258034,1.16516,418
0.56874,0.996882,-0.266454,1.17823,419
0.599934,0.829371,-0.28398,1.06227,420
0.722797,0.689151,-0.330041,1.0518,421
0.669691,0.662192,-0.320453,0.994824,422
0.685845,0.806058,-0.294645,1.0986,423
0.624023,0.761874,-0.295979,1.02833,424
0.65111,1.04427,-0.214138,1.24912,425
0.679576,0.981418,-0.239762,1.21758,426
0.682696,0.866231,-0.273143,1.13624,427
0.729623,1.23597,-0.306775,1.46768,428
0.72474,1.23308,-0.361354,1.47523,429
0.724012,1.16936,-0.301787,1.40807,430
0.675205,1.24774,-0.414492,1.47803,431
0.71996,1.16278,-0.35472,1.41287,432
0.611087,1.22205,-0.439741,1.43534,433
0.689347,1.13749,-0.396001,1.38777,434
0.522202,1.21044,-0.451101,1.39333,435
0.621733,1.13438,-0.43965,1.36626,436
0.474696,1.19055,-0.441484,1.3556,437
0.540349,1.11185,-0.449083,1.31524,438
0.441923,1.17316,-0.423332,1.32318,439
0.494322,1.11732,-0.443791,1.29989,440
0.388519,1.16013,-0.355131,1.27396,441
0.457669,1.11506,-0.410034,1.27316,442
0.739662,1.28679,-0.30887,1.51602,443
0.734058,1.30391,-0.348431,1.53637,444
0.689465,1.31846,-0.404688,1.54191,445
0.614511,1.30475,-0.43778,1.5072,446
0.530175,1.29073,-0.446917,1.4652,447
0.478776,1.26451,-0.449526,1.42488,448
0.440002,1.24571,-0.441867,1.39307,449
0.367812,1.22652,-0.377579,1.33499,450
0.748911,1.36586,-0.308065,1.58787,451
0.517103,1.34334,-0.443653,1.50625,452
0.614118,1.37812,-0.424574,1.56736,453
0.691532,1.38091,-0.386612,1.59204,454
0.731275,1.37181,-0.356662,1.59494,455
0.426656,1.31734,-0.445933,1.45474,456
0.476827,1.32871,-0.456112,1.48354,457
0.759685,2.57477,0.407712,2.71529,458
0.745545,2.57498,0.420392,2.71351,459
0.849375,2.6292,0.455329,2.80026,460
0.788528,2.56408,0.349252,2.70523,461
0.851612,2.62895,0.422339,2.79553,462
0.820904,2.51687,0.287446,2.66292,463
0.869052,2.62288,0.389949,2.79049,464
0.84782,2.46236,0.262532,2.61743,465
0.905793,2.56812,0.31892,2.74179,466
0.874925,2.40774,0.237705,2.57278,467
0.94506,2.52683,0.297587,2.71415,468
0.925098,2.29737,0.187151,2.48369,469
0.980234,2.46585,0.264328,2.66667,470
0.963635,2.17311,0.151553,2.38201,471
1.04344,2.38171,0.235434,2.61089,472
1.03328,2.00892,0.132005,2.26293,473
1.09407,2.25737,0.203857,2.5168,474
1.0667,1.904,0.132377,2.18645,475
1.13149,2.10475,0.196314,2.39766,476
1.08584,1.85819,0.151264,2.1575,477
1.1697,2.00261,0.210878,2.32876,478
1.0956,1.81488,0.170561,2.12679,479
1.18112,1.9736,0.220805,2.31061,480
1.12408,1.74271,0.206751,2.08406,481
1.19558,1.94132,0.242166,2.29277,482
1.15283,1.7241,0.241212,2.08799,483
1.20586,1.90553,0.267705,2.27086,484
1.12447,1.69688,0.315587,2.05996,485
1.22195,1.86601,0.292289,2.24957,486
1.04812,2.77163,0.46128,2.99888,487
0.942168,2.68446,0.44063,2.87892,488
0.929665,2.68272,0.484847,2.88033,489
1.33408,2.06959,0.442956,2.50184,490
1.26864,1.95951,0.404546,2.36913,491
1.29678,1.98788,0.325756,2.39571,492
1.35029,2.07975,0.363162,2.50609,493
1.27016,2.00682,0.300913,2.39398,494
1.25777,2.04752,0.277108,2.41891,495
1.35088,2.10865,0.316658,2.52419,496
1.25141,2.09798,0.251846,2.4558,497
1.3348,2.1696,0.279686,2.56263,498
1.23249,2.18377,0.231827,2.51826,499
1.31367,2.27967,0.254354,2.64335,500
1.17986,2.32631,0.224451,2.61805,501
1.2749,2.39066,0.249969,2.72086,502
1.11322,2.43608,0.251723,2.69019,503
1.20842,2.48927,0.272409,2.78046,504
1.06269,2.52787,0.290994,2.75756,505
1.18718,2.578,0.299966,2.85403,506
1.02775,2.5859,0.307533,2.7996,507
1.1396,2.65816,0.322017,2.91002,508
0.984969,2.63114,0.339527,2.8299,509
1.08559,2.74571,0.384207,2.97743,510
0.954078,2.67106,0.404528,2.86504,511
1.06798,2.76295,0.421435,2.992,512
1.1016,1.60286,0.197222,1.95488,513
1.079,1.58796,0.281896,1.94044,514
0.485874,2.46207,0.337913,2.5322,515
0.641259,2.5237,0.385985,2.63235,516
0.659305,2.50831,0.30928,2.61188,517
0.517278,2.46422,0.251882,2.53049,518
0.691863,2.461,0.247568,2.56836,519
0.559318,2.42771,0.189291,2.49849,520
0.724878,2.40497,0.216186,2.52112,521
0.626964,2.37362,0.155136,2.45993,522
0.760048,2.34397,0.182924,2.4709,523
0.665979,2.29765,0.106201,2.39457,524
0.806468,2.23246,0.131728,2.37732,525
0.728878,2.19479,0.0660909,2.3136,526
0.872639,2.10717,0.11006,2.28337,527
0.802832,2.07409,0.0408534,2.22442,528
0.956266,1.95422,0.0684522,2.17672,529
0.904638,1.89809,0.00918614,2.10267,530
0.852788,1.97775,0.011949,2.15381,531
1.00265,1.85899,0.0740971,2.11344,532
0.92745,1.81862,0.00121248,2.04146,533
1.01927,1.78918,0.100895,2.06162,534
0.946706,1.71867,0.0402417,1.96258,535
1.03992,1.70936,0.123875,2.00466,536
1.07847,1.64223,0.165935,1.97169,537
1.2027,1.85158,0.36649,2.23811,538
0.785663,2.06897,-0.0125176,2.21315,539
0.838692,1.9502,-0.022866,2.12302,540
0.869335,1.87527,-0.034551,2.06726,541
0.877,1.72338,-0.0656395,1.9348,542
0.882996,1.80047,-0.0472877,2.0059,543
0.687672,2.18375,0.0115927,2.2895,544
0.676366,2.18826,-0.00284336,2.29041,545
0.610634,2.27814,0.0501912,2.35909,546
0.845533,1.55274,-0.210572,1.78052,547
0.8615,1.61321,-0.214291,1.84135,548
0.882619,1.62762,-0.131708,1.85621,549
0.84944,1.70507,-0.193907,1.91479,550
0.872054,1.69909,-0.107687,1.91285,551
0.853142,1.81459,-0.192782,2.01439,552
0.87349,1.80825,-0.116204,2.01153,553
0.8467,1.88942,-0.173252,2.0777,554
0.860625,1.88744,-0.113881,2.07751,555
0.800255,1.98463,-0.138335,2.14437,556
0.83255,1.95678,-0.0858042,2.12826,557
0.745808,2.0944,-0.0666437,2.22423,558
0.755182,2.08668,-0.0381807,2.21945,559
0.696316,2.18786,0.0263884,2.29615,560
0.397859,2.44133,0.313742,2.49335,561
0.419196,2.44404,0.235884,2.49092,562
0.463834,2.41824,0.165748,2.46789,563
0.553324,2.33426,0.0733517,2.40007,564
0.749844,1.4053,-0.290866,1.61918,565
0.784671,1.46369,-0.278555,1.68395,566
0.397776,2.43131,0.213349,2.47285,567
0.423904,2.4222,0.164576,2.46451,568
0.497824,2.35553,0.0786919,2.40884,569
0.559186,2.28965,0.0108783,2.35697,570
0.618878,2.21462,-0.0360183,2.29975,571
0.677985,2.11057,-0.117513,2.2199,572
0.730293,2.01681,-0.182397,2.1527,573
0.780807,1.90881,-0.238147,2.07604,574
0.809006,1.79058,-0.274954,1.984,575
0.802196,1.69557,-0.282503,1.89692,576
0.807981,1.62948,-0.292026,1.84209,577
0.791744,1.53423,-0.275481,1.74831,578
0.654129,1.49572,-0.383104,1.67685,579
0.676956,1.63794,-0.378773,1.81235,580
0.281369,2.42492,0.202137,2.44955,581
0.256635,2.42132,0.277824,2.45068,582
0.67695,1.71364,-0.370912,1.87946,583
0.670535,1.77211,-0.367806,1.9301,584
0.615088,1.90994,-0.333785,2.03411,585
0.560245,2.00119,-0.273239,2.09602,586
0.504804,2.11452,-0.20302,2.1834,587
0.458814,2.22841,-0.116424,2.27813,588
0.370199,2.33848,-0.00650192,2.36761,589
0.319616,2.38721,0.0981691,2.41051,590
0.288619,2.41383,0.163641,2.43653,591
-0.385169,2.29883,0.0335771,2.33112,592
-0.39932,2.30454,0.105846,2.34128,593
-0.188765,2.33864,0.160317,2.35171,594
-0.360389,2.27353,-0.0253966,2.30206,595
-0.149763,2.30609,0.031972,2.31117,596
-0.317375,2.247,-0.0867658,2.27096,597
-0.127948,2.26785,-0.0545375,2.27211,598
-0.275968,2.18152,-0.183812,2.20658,599
-0.0692866,2.17495,-0.171684,2.18281,600
-0.271466,2.12492,-0.282859,2.16079,601
