Points_0,Points_1,Points_2,Points_Magnitude,Point ID
-2.16172,2.19826,2.41184,3.91438,774
-1.87811,1.35214,3.15697,3.91434,883
-1.16783,2.31506,2.93037,3.91285,1856
-1.7925,1.42005,3.17485,3.91271,889
-1.8366,1.68121,3.01746,3.91211,2666
-1.85225,1.5693,3.0627,3.90816,356
-1.79152,1.23946,3.24138,3.90543,59
-1.89629,1.43394,3.09818,3.90523,347
-1.92001,1.49017,3.05558,3.90431,336
-1.25943,2.1052,3.03651,3.90364,1412
-1.86375,1.19686,3.21118,3.90098,53
-1.84589,1.47869,3.10033,3.89947,353
-1.35471,1.9681,3.08151,3.89927,2837
-1.37841,2.6401,2.51663,3.89917,1831
-0.94104,1.79528,3.32946,3.89794,143
-1.87674,1.2373,3.18353,3.89717,47
-1.74756,1.72715,3.025,3.89713,2758
-1.26164,2.54111,2.6702,3.89601,1834
-1.85665,1.51811,3.06893,3.89489,352
-1.37343,1.94669,3.08053,3.89431,2839
-1.93814,1.50739,3.02259,3.89418,338
-1.03231,1.74745,3.32231,3.89319,149
-1.82012,1.42411,3.13255,3.89279,892
-1.86542,1.3928,3.11722,3.8906,864
-2.21241,1.96729,2.51994,3.88781,793
-1.33125,1.91484,3.10833,3.88594,2897
-1.33555,1.93309,3.09279,3.88405,2879
-1.3442,1.90003,3.10766,3.88259,2896
-1.70147,1.29677,3.23982,3.8824,64
-1.8616,1.45159,3.08093,3.88134,354
-1.7627,1.37809,3.17141,3.88125,77
-1.34883,1.91791,3.0921,3.88056,2880
-1.95633,1.53861,2.97391,3.87797,322
-1.33174,1.96932,3.06272,3.87711,2836
-1.83058,1.40942,3.1133,3.87687,866
-1.79502,1.4009,3.13739,3.87658,886
-2.02746,1.63542,2.87054,3.87623,829
-1.88459,1.49464,3.03959,3.87617,348
-1.83759,1.60117,3.01209,3.87469,355
-1.85099,1.55016,3.02959,3.87396,351
-1.84386,1.31112,3.14438,3.87375,882
-1.86839,1.26625,3.14794,3.87347,50
-1.38356,1.92422,3.06309,3.8729,2838
-1.31535,1.91568,3.09534,3.87055,2898
-1.31926,1.93395,3.07946,3.8683,2878
-1.3512,1.88449,3.09559,3.86778,2895
-1.35601,1.90198,3.07974,3.86537,2881
-2.14533,1.754,2.69295,3.86406,823
-1.86913,1.17708,3.16723,3.86141,46
-1.21643,2.14931,2.96796,3.86109,1925
-1.8905,1.5221,3.00085,3.85952,349
-2.1914,2.07029,2.40781,3.85822,775
-1.48104,2.6077,2.42664,3.85774,1830
-2.06731,1.65397,2.80411,3.85648,827
-1.99342,1.59034,2.89174,3.85552,325
-1.84118,1.34053,3.10668,3.85207,865
-2.17652,1.9055,2.54268,3.85141,794
-1.7088,1.34665,3.17638,3.85004,76
-2.11586,1.70196,2.72761,3.84882,825
-1.1302,2.32356,2.85165,3.84814,1839
-1.20376,2.50765,2.65811,3.84746,1835
-1.09284,2.40912,2.79271,3.84674,1838
-1.34436,1.86826,3.0729,3.83932,2894
-1.79716,1.36278,3.1059,3.83843,867
-1.29187,1.91116,3.06786,3.83839,2899
-2.15825,1.86365,2.56724,3.83692,795
-1.30955,1.87879,3.07828,3.83674,2902
-1.349,1.88534,3.05646,3.83617,2882
-1.84998,1.22353,3.12962,3.83588,48
-1.84968,1.14268,3.15969,3.83545,45
-1.29519,1.92932,3.0513,3.8354,2877
-1.9016,1.54518,2.95038,3.83515,320
-1.75885,1.35307,3.12579,3.83339,887
-1.26298,2.01015,3.00798,3.83195,2824
-1.37367,1.90076,3.03029,3.83177,2841
-1.29779,1.96278,3.023,3.83083,2835
-1.84982,1.56869,2.9645,3.83026,350
-1.73998,1.21051,3.18112,3.82262,57
-1.67912,1.31452,3.17251,3.82259,78
-1.15282,2.24133,2.8712,3.82052,1840
-1.20134,2.07563,2.97208,3.81899,2809
-1.80231,1.30238,3.09568,3.81153,873
-1.66094,1.27082,3.18617,3.81121,65
-1.0946,2.46757,2.6897,3.81071,1837
-1.13961,2.48169,2.6551,3.80881,1836
-1.95631,1.57251,2.86273,3.80725,323
-1.28124,1.89331,3.04359,3.80652,2900
-1.17129,2.20199,2.87463,3.8058,1841
-1.76759,1.32977,3.09676,3.8056,872
-1.7899,1.63281,2.93468,3.80555,859
-1.315,1.86301,3.04504,3.80425,2893
-1.32292,2.61419,2.42463,3.80301,1811
-1.28429,1.91102,3.02641,3.8027,2875
-1.8628,1.57881,2.91406,3.8019,318
-1.51703,1.80245,2.98216,3.80045,2728
-1.3189,1.87996,3.02791,3.80026,2883
-1.17493,2.12794,2.92119,3.80026,2804
-1.59872,2.52308,2.34113,3.79509,1829
-1.8216,1.24428,3.08566,3.79312,2386
-1.18976,2.16265,2.87806,3.79155,1842
-1.26736,2.58745,2.46433,3.79131,1812
-1.29065,1.87216,3.03359,3.79123,2892
-1.29394,1.88934,3.01617,3.78698,2876
-1.23918,2.53639,2.52427,3.78692,1813
-1.28242,1.93697,2.9879,3.78471,2832
-1.20739,2.49858,2.57138,3.78321,1814
-1.33122,1.89317,2.99001,3.78105,2842
-1.1767,2.48496,2.59272,3.77913,1815
-2.12455,1.80126,2.54462,3.77271,796
-1.80315,1.22317,3.07724,3.77053,40
-1.68723,1.66174,2.93379,3.77031,2724
-1.83101,1.1533,3.08584,3.76896,42
-1.71127,1.30608,3.09155,3.76722,79
-1.78589,1.6274,2.88699,3.76464,317
-1.77504,1.26353,3.06991,3.76452,2387
-1.65949,1.67365,2.93405,3.76347,2725
-2.15632,1.9374,2.39992,3.76336,776
-1.29602,1.90641,2.97347,3.76239,2833
-1.70631,1.64882,2.91708,3.76025,2723
-1.91485,1.56657,2.82983,3.75882,321
-1.65755,1.61548,2.96112,3.75839,2795
-1.66642,1.62951,2.94358,3.75459,2779
-1.63836,1.62372,2.9613,3.75367,2794
-1.70589,1.18847,3.12496,3.75339,66
-1.65397,2.46799,2.29153,3.75202,1828
-1.67075,1.60654,2.94956,3.75131,2796
-1.64675,1.63796,2.94377,3.74974,2780
-1.67995,1.62035,2.93173,3.74737,2778
-1.40586,2.57585,2.32919,3.74654,1810
-1.76016,1.2371,3.06566,3.74524,51
-1.06992,2.32539,2.73214,3.7439,1819
-1.72909,1.27804,3.06466,3.7437,2388
-1.97146,1.59577,2.75126,3.74201,800
-1.63151,1.24604,3.1284,3.74183,67
-1.10953,2.46017,2.59144,3.74153,1816
-1.69375,1.27754,3.07761,3.73799,75
-1.03981,2.38881,2.67852,3.73659,1818
-2.09509,1.72388,2.56576,3.7342,797
-1.71698,1.26267,3.06444,3.73271,72
-1.67857,2.44503,2.26627,3.73253,1827
-2.13207,1.89485,2.40716,3.73237,777
-1.62341,1.67397,2.9135,3.73177,2727
-1.61341,1.62394,2.94708,3.7317,2793
-1.69831,1.63644,2.8913,3.73119,2722
-1.66522,1.59798,2.93173,3.73116,2797
-1.62116,1.63819,2.92919,3.72719,2781
-1.67427,1.61157,2.91344,3.72673,2777
-1.05953,2.43673,2.61251,3.72632,1817
-1.86351,1.58748,2.80917,3.72615,319
-1.14566,2.05074,2.89062,3.72475,2810
-2.11852,1.87377,2.41376,3.71825,778
-1.12489,2.10447,2.84728,3.71499,2805
-1.1016,2.23935,2.74669,3.71113,1820
-1.77294,1.17244,3.04208,3.71109,41
-1.6245,1.5928,2.931,3.71036,2801
-1.71689,2.40778,2.23408,3.70625,753
-2.05842,1.66861,2.58861,3.70436,798
-1.20376,1.9562,2.90586,3.70402,2825
-1.12833,2.13925,2.80526,3.70391,2802
-1.78237,1.10295,3.05212,3.70254,44
-1.65143,1.25455,3.06199,3.69823,73
-1.76392,2.36754,2.22637,3.69775,752
-1.9963,1.62333,2.65546,3.69755,799
-1.73628,1.1921,3.03869,3.69722,68
-1.26581,1.88683,2.91518,3.69604,2834
-1.64812,1.58766,2.90126,3.69517,2798
-1.79536,2.33959,2.22541,3.69452,754
-1.14447,2.49576,2.46882,3.69238,1799
-1.59536,1.60841,2.91393,3.69096,2791
-1.65676,1.601,2.88222,3.68988,2776
-1.22409,2.59343,2.31991,3.68866,1797
-1.11337,2.1924,2.74809,3.68758,1821
-1.86586,2.28049,2.2162,3.68695,755
-1.08165,2.45117,2.53269,3.68682,1801
-1.80555,1.60928,2.78112,3.6857,857
-1.60267,1.62227,2.89521,3.68545,2782
-1.1748,2.55728,2.37658,3.68347,1798
-1.10922,2.46609,2.49717,3.68073,1800
-1.0261,2.42431,2.57238,3.68066,1802
-1.67359,1.62152,2.84725,3.67928,2721
-1.69309,1.20691,3.03242,3.67679,70
-2.09056,1.808,2.42366,3.67606,779
-0.986368,2.37539,2.62303,3.67365,1803
-1.59733,1.65152,2.86557,3.67293,2729
-1.12664,2.16668,2.7393,3.66982,1822
-1.62091,1.58486,2.88474,3.66891,2799
-1.59775,1.59329,2.88998,3.66652,2792
-1.62886,1.59813,2.86528,3.66292,2775
-1.1059,2.13256,2.76455,3.66245,2803
-1.91595,1.58257,2.68958,3.66186,784
-1.60511,1.60677,2.87066,3.66043,2774
-1.61357,1.21961,3.05048,3.66012,74
-1.97772,2.15667,2.19436,3.65757,756
-1.0028,2.30264,2.65732,3.65638,1804
-1.09466,2.08685,2.79451,3.65548,2806
-1.74454,1.10951,3.0122,3.65347,43
-1.70809,1.60596,2.79983,3.65181,2710
-2.07033,1.96666,2.26844,3.64689,758
-1.42077,1.75988,2.85898,3.64548,2730
-1.63426,1.61748,2.82337,3.64122,2720
-2.07191,1.74641,2.42982,3.63962,780
-1.60077,1.62967,2.83095,3.63766,2719
-1.10557,2.01055,2.81566,3.63215,2812
-1.71646,1.12824,2.99497,3.63167,69
-2.04553,2.03429,2.20464,3.63084,757
-2.05054,1.9034,2.30484,3.6249,759
-1.23031,1.86187,2.85431,3.62317,2831
-1.81246,1.60806,2.68922,3.61978,856
-2.05426,1.70281,2.44427,3.61857,781
-1.24001,2.57141,2.22028,3.61654,1796
-1.47631,2.46953,2.18428,3.61236,1809
-1.65742,1.14474,2.99444,3.6089,71
-1.19809,1.87279,2.84118,3.60764,2830
-1.19645,1.83646,2.86422,3.60664,2871
-1.18941,1.81801,2.87724,3.60532,2887
-1.19231,2.55554,2.2405,3.6017,1750
-1.94155,1.61246,2.56853,3.60097,783
-1.13347,2.53385,2.29268,3.60021,1752
-0.999801,2.21891,2.6488,3.59713,1805
-1.1736,1.8442,2.85492,3.59569,2870
-1.24394,1.82934,2.83436,3.59548,2843
-1.74854,1.57872,2.71618,3.59547,2693
-1.16712,1.82556,2.86815,3.5946,2888
-1.13689,1.9285,2.80947,3.59232,2826
-2.00618,1.64736,2.47652,3.58771,782
-1.20611,1.81339,2.85008,3.58693,2872
-2.02536,1.84757,2.31303,3.58688,760
-1.19884,1.79551,2.86344,3.58613,2886
-1.55605,1.62327,2.77946,3.57514,2718
-1.52582,2.41591,2.14334,3.57192,1808
-0.883461,2.41366,2.47644,3.56918,1760
-1.15715,1.88461,2.80118,3.56894,2828
-0.93545,2.45158,2.41839,3.56846,1758
-1.14457,1.85259,2.82655,3.56812,2869
-1.1388,1.83374,2.84049,3.56761,2889
-1.00408,2.15605,2.64826,3.5595,1806
-1.15935,1.79308,2.84297,3.55551,2901
-1.04994,2.499,2.30006,3.55495,1754
-1.77118,1.58649,2.64235,3.55472,2688
-1.19409,1.77977,2.83246,3.55193,2885
-1.20124,1.79726,2.81831,3.5519,2873
-1.78261,1.62429,2.60081,3.54686,768
-1.23706,1.80659,2.78957,3.54623,2844
-1.55961,2.38428,2.10713,3.54361,1807
-1.04469,2.10823,2.64948,3.54341,1823
-1.8156,1.61689,2.57331,3.54015,767
-1.90321,2.12422,2.0966,3.53981,739
-0.968778,2.46885,2.33773,3.53536,1756
-1.84861,1.60949,2.54581,3.53397,766
-1.61212,1.58537,2.71489,3.53313,2711
-1.97921,2.01822,2.11771,3.53202,740
-1.13243,1.81068,2.80983,3.52932,2890
-1.13804,1.82895,2.79512,3.52887,2867
-1.59875,2.3563,2.08145,3.52712,736
-1.91227,1.61337,2.4859,3.52696,765
-1.02542,2.05249,2.67788,3.52637,2808
-1.29362,2.49978,2.12336,3.52576,1795
-1.98886,1.7947,2.29095,3.52491,761
-1.20634,2.51991,2.14112,3.51989,1748
-1.34572,1.73263,2.75141,3.51898,2733
-1.16237,1.77806,2.80236,3.51651,2884
-1.16873,1.79551,2.78746,3.51564,2874
-1.14794,1.85128,2.75687,3.5136,2829
-1.63455,2.31623,2.07209,3.51145,735
-1.02637,1.99676,2.69533,3.50789,2811
-1.67852,2.27725,2.07193,3.50659,737
-1.50525,1.61221,2.72574,3.50638,2717
-0.771572,2.28888,2.53645,3.50255,1762
-1.13986,1.78906,2.78628,3.50191,2891
-1.14565,1.80678,2.77098,3.50076,2868
-1.46749,1.62634,2.72982,3.50006,2731
-1.74387,2.22657,2.05916,3.49841,738
-1.97244,1.94718,2.1346,3.49836,741
-1.68795,1.5583,2.63702,3.49733,2694
-1.19123,1.80413,2.74607,3.49496,2845
-1.04017,1.96326,2.69639,3.49384,2817
-1.00921,2.0375,2.64905,3.49104,2807
-1.95389,1.88736,2.19002,3.48942,742
-1.96055,1.62116,2.38692,3.48845,764
-1.47589,1.55786,2.74327,3.48292,2786
-1.48649,1.57309,2.72859,3.48274,2770
-1.44977,1.56764,2.7461,3.47856,2785
-1.45971,1.58311,2.73149,3.47822,2771
-1.94118,1.83223,2.22821,3.4771,743
-1.50826,1.59113,2.69614,3.47501,2716
-1.15867,1.82002,2.72282,3.47401,2827
-1.34061,2.44349,2.07328,3.47366,1794
-0.997247,2.00249,2.65366,3.47078,2813
-1.2494,2.47676,2.07799,3.46603,1746
-1.96305,1.73393,2.27001,3.46598,762
-1.71542,1.56822,2.57111,3.46592,2689
-1.42662,1.63446,2.70093,3.46435,2732
-1.47797,1.54328,2.72279,3.46117,2787
-0.771045,2.21176,2.54811,3.4611,1764
-1.93819,1.79345,2.2366,3.46055,744
-1.48862,1.55814,2.7076,3.46048,2769
-1.4215,1.57326,2.72611,3.45362,2783
-1.43072,1.58887,2.711,3.45268,2772
-1.72717,1.59544,2.5252,3.45039,2686
-1.96538,1.67682,2.28247,3.44734,763
-1.0709,1.88995,2.67526,3.44612,2822
-1.11911,2.45325,2.14334,3.44453,1751
-1.00065,1.95235,2.64891,3.43943,2816
-0.804437,2.14212,2.56264,3.43554,1766
-1.43741,1.54058,2.71293,3.43505,2800
-1.41972,2.37629,2.02041,3.42701,1793
-1.02478,2.4477,2.16334,3.42366,1753
-1.47198,1.53119,2.68468,3.42327,2788
-0.833636,2.43401,2.25764,3.42291,1757
-1.48247,1.54574,2.66853,3.42171,2768
-0.978532,1.98284,2.61017,3.42084,2815
-1.49959,1.57364,2.64104,3.42056,2715
-1.78877,1.61534,2.42533,3.41924,749
-1.12736,1.81811,2.66635,3.41846,2823
-0.944356,2.4516,2.18698,3.41834,1755
-1.54197,1.56066,2.62004,3.4173,2712
-1.74793,1.61616,2.45133,3.41705,750
-1.72133,1.62665,2.46119,3.41561,751
-1.30503,2.41959,2.0231,3.41327,1744
-1.61706,1.54607,2.57646,3.41224,2695
-1.85791,1.60982,2.36363,3.41029,748
-1.40554,1.55725,2.68865,3.41019,2784
-0.76373,2.40761,2.28931,3.40893,1759
-1.41436,1.57246,2.6726,3.4082,2773
-1.70212,1.59114,2.48573,3.40702,2687
-1.67497,1.55987,2.52313,3.40659,2690
-1.40355,1.61132,2.64678,3.40173,2734
-0.661537,2.34916,2.3687,3.40101,1761
-1.91414,1.72951,2.21515,3.4003,745
-1.45641,2.34341,1.98253,3.39751,1792
-1.43731,1.53382,2.66725,3.39599,2789
-1.91073,1.9699,1.9988,3.39508,725
-1.44694,1.54844,2.65067,3.39372,2767
-0.855309,2.06791,2.55129,3.39365,1768
-1.40747,1.54605,2.66113,3.38421,2790
-1.41635,1.56097,2.64439,3.38164,2766
-1.44949,1.57746,2.61586,3.38114,2714
-0.982791,1.92189,2.59916,3.37863,2814
-1.03407,1.88473,2.60567,3.37802,2819
-1.26493,1.71103,2.62061,3.37569,2707
-1.49699,2.31089,1.95202,3.37515,720
-1.8891,1.61757,2.28134,3.37487,747
-0.631722,2.23888,2.44213,3.37278,1763
-1.89039,1.8184,2.11999,3.37261,727
-0.931577,2.00196,2.54777,3.37147,1825
-1.90349,1.89556,2.0358,3.3706,726
-1.90189,1.67178,2.21857,3.36662,746
-1.12913,2.43368,2.03134,3.36513,1749
-1.40635,1.59512,2.607,3.36432,2713
-1.53899,2.26841,1.94391,3.3605,719
-1.58478,2.22639,1.94322,3.35327,721
-1.84588,2.02122,1.93694,3.35326,724
-1.36393,2.3543,1.95514,3.35047,1742
-1.87624,1.76956,2.13846,3.35032,728
-1.87865,1.72741,2.15996,3.34346,729
-1.13801,2.42992,1.97873,3.33391,1747
-0.895336,1.98593,2.51935,3.33057,1826
-1.73899,2.09534,1.91507,3.32897,723
-1.66703,2.14706,1.92062,3.32831,722
-1.40918,2.3217,1.92314,3.32784,1740
-0.932556,2.41566,2.08607,3.32517,1722
-0.640804,2.14823,2.45311,3.32314,1765
-1.09191,1.79315,2.57374,3.32141,2821
-1.03463,1.83393,2.56556,3.31901,2820
-0.990006,1.85777,2.56519,3.31837,2818
-1.84002,1.96736,1.93759,3.3182,671
-1.87177,1.65636,2.17689,3.3145,730
-1.80202,1.57688,2.28355,3.30884,732
-1.37813,1.5904,2.54908,3.30552,2708
-1.85064,1.59056,2.21884,3.29818,731
-1.44236,2.28515,1.8852,3.29489,661
-1.20715,2.38317,1.92215,3.29111,1745
-1.49151,2.24694,1.88464,3.29016,660
-0.922955,1.87489,2.53989,3.28909,2669
-1.84338,1.88919,1.96068,3.28806,673
-1.62652,1.57988,2.37738,3.28535,2661
-1.21112,1.69438,2.5379,3.28309,2706
-1.51905,1.5284,2.47244,3.27971,2697
-1.72364,1.5616,2.31029,3.27826,733
-1.44487,1.55036,2.50038,3.27767,2709
-1.58957,1.5402,2.41405,3.27515,2691
-1.54804,1.52304,2.45137,3.27495,2696
-1.53417,2.1997,1.87553,3.27261,663
-1.76316,2.01426,1.88071,3.27156,669
-0.971937,1.83018,2.53148,3.27148,2681
-1.62206,2.13169,1.87483,3.26958,665
-0.719116,2.39231,2.10771,3.26844,1724
-1.6676,1.55351,2.33796,3.26502,734
-1.69682,2.07046,1.86875,3.26469,667
-1.04122,2.37772,1.97646,3.26253,1720
-0.646384,2.06471,2.43469,3.25707,1767
-1.01144,1.79707,2.51838,3.25495,2682
-0.838576,1.93675,2.46365,3.24404,1824
-1.5627,1.53487,2.39021,3.24206,2692
-0.623433,2.36355,2.11654,3.23339,1726
-1.53344,1.51558,2.4029,3.22837,2698
-1.03378,1.7627,2.4987,3.2279,2683
-1.2719,2.31828,1.8512,3.22786,1743
-0.853225,1.89045,2.46869,3.22432,2670
-1.3128,1.59256,2.47044,3.21913,2705
-1.48677,1.51091,2.42157,3.21828,2701
-1.81401,1.80515,1.94273,3.21301,675
-0.887591,1.84812,2.47367,3.21285,2667
-0.968745,1.79146,2.48354,3.21182,2679
-0.935984,1.81023,2.47633,3.20706,2678
-1.40759,1.54555,2.431,3.20621,2703
-0.526342,2.31726,2.13075,3.19168,1728
-0.677514,1.98739,2.40253,3.19075,1769
-1.49567,1.51323,2.36833,3.18369,2699
-1.30045,2.27745,1.80139,3.18166,1741
-1.70308,1.92295,1.87024,3.17742,674
-1.14423,1.66465,2.45258,3.17734,2659
-1.34409,1.55292,2.42084,3.17468,2704
-0.473992,2.24136,2.19202,3.1707,1730
-1.82359,1.64505,2.00303,3.1692,679
-1.43655,1.50984,2.38696,3.16873,2700
-1.80274,1.71154,1.94771,3.15797,677
-1.00599,2.34979,1.85202,3.1565,1718
-0.828431,1.83234,2.43156,3.15536,2668
-1.34308,2.23908,1.76238,3.15013,662
-1.81536,1.5674,2.04062,3.14903,681
-0.835744,1.81111,2.43171,3.14513,2671
-1.36415,1.51801,2.39021,3.14298,2702
-1.45262,2.15416,1.76668,3.14192,666
-1.39414,2.19237,1.75758,3.13675,664
-1.54141,2.07963,1.76583,3.13352,668
-0.749894,1.89257,2.37835,3.13061,1791
-1.63463,1.97463,1.79493,3.12937,672
-0.448065,2.16087,2.21771,3.12863,1732
-1.25015,1.56621,2.39751,3.12473,2653
-1.28923,1.54481,2.38846,3.12303,2654
-1.03571,2.33525,1.78211,3.11481,1716
-0.905602,1.75166,2.41073,3.11449,2680
-1.4831,1.50112,2.28984,3.11389,2663
-1.60739,2.00367,1.75921,3.1134,670
-1.70529,1.82972,1.84508,3.10809,676
-0.772223,1.8162,2.39839,3.106,2672
-1.32382,1.51064,2.36691,3.10432,2652
-1.11547,2.3012,1.75214,3.09997,1714
-1.36637,1.47222,2.33252,3.07816,2644
-0.457235,2.06729,2.22827,3.07374,1734
-1.54171,1.44459,2.23028,3.07211,689
-1.2674,1.52026,2.34387,3.06777,2651
-1.45508,1.47763,2.25758,3.0655,2662
-1.72955,1.41894,2.08843,3.06044,683
-1.61179,1.40896,2.18506,3.05901,687
-1.71788,1.74917,1.82523,3.05649,678
-0.855114,1.73788,2.36417,3.05626,2677
-0.824954,2.31364,1.81812,3.05599,1721
-1.15312,2.25461,1.69179,3.04551,1712
-1.66633,1.39875,2.12941,3.04426,685
-1.28008,1.49776,2.31541,3.04023,2646
-1.18557,2.24075,1.6731,3.0374,1710
-0.506121,1.98055,2.24386,3.03539,1736
-0.72234,1.79376,2.33524,3.03194,2673
-0.889433,1.69647,2.34806,3.03026,2684
-1.5579,1.90852,1.73483,3.01316,639
-1.24412,2.19588,1.63465,3.00696,629
-1.31151,1.46316,2.27541,3.00639,2642
-1.73224,1.61799,1.83739,2.99909,680
-0.541564,1.92243,2.23675,2.99868,1738
-1.63949,1.77369,1.75546,2.98589,641
-1.34613,1.44284,2.23818,2.98384,2643
-0.66785,1.79405,2.28629,2.9819,2675
-1.30035,2.13651,1.61942,2.97962,628
-1.38466,1.44085,2.20826,2.97821,2664
-0.563434,2.28044,1.8288,2.97698,1723
-1.19734,1.48673,2.27429,2.96924,2650
-1.38878,2.05301,1.62432,2.96344,633
-1.32054,2.10257,1.61349,2.96108,631
-0.998987,1.58946,2.28802,2.95962,2658
-1.72178,1.5376,1.84125,2.95279,682
-0.607992,1.83203,2.22129,2.94281,1369
-0.45698,2.24581,1.83827,2.93798,1725
-0.874294,2.26584,1.65128,2.93686,1719
-0.420753,2.2288,1.86247,2.93485,1727
-1.25831,1.42738,2.23409,2.93461,2645
-1.27696,1.42503,2.2218,2.93219,2641
-1.01411,2.23382,1.59348,2.92533,1715
-0.635048,1.77085,2.2398,2.92505,2674
-1.47537,1.92355,1.6325,2.92264,637
-0.354272,2.15136,1.94223,2.91995,1731
-0.386106,2.19019,1.88996,2.91856,1729
-1.06416,2.21337,1.57507,2.91758,1713
-0.935492,2.25122,1.60092,2.91652,1717
-1.43108,1.97622,1.59721,2.91625,635
-1.11927,1.48776,2.24058,2.91314,2655
-1.704,1.4025,1.88117,2.8999,684
-1.16272,1.45855,2.22031,2.89984,2649
-1.63896,1.32421,1.97107,2.88528,686
-1.09189,2.18623,1.53189,2.88418,1711
-0.336793,2.07101,1.97364,2.88058,1733
-1.5636,1.31023,2.02154,2.87196,688
-1.14582,2.15362,1.5065,2.86715,630
-0.589533,1.76546,2.18018,2.86664,1370
-1.24624,1.38575,2.17671,2.86557,2647
-0.700241,1.69723,2.19964,2.86519,2676
-0.359484,1.98885,2.02489,2.86093,1735
-1.30446,1.38896,2.11899,2.84973,270
-1.48106,1.30674,2.04433,2.8426,690
-1.18527,2.10143,1.48822,2.83472,632
-1.22857,2.06406,1.49818,2.83095,634
-1.39828,1.33287,2.06545,2.82804,718
-0.396361,1.91104,2.04221,2.82486,1737
-0.744458,1.63822,2.17188,2.82047,2685
-1.6241,1.57048,1.68447,2.81808,643
-1.25411,2.01587,1.48124,2.79832,636
-1.19632,1.36334,2.11357,2.78515,2648
-0.432003,1.85002,2.03484,2.78384,1739
-0.545368,2.21269,1.57149,2.76821,1686
-0.685992,2.21187,1.51502,2.76735,1684
-0.864999,1.52842,2.12004,2.75297,2657
-1.42388,1.76976,1.53803,2.74317,642
-1.60056,1.47622,1.65956,2.73773,645
-1.27132,1.94626,1.44387,2.73659,638
-0.483935,1.76206,2.01714,2.72175,1368
-0.742677,2.18096,1.43988,2.71687,1682
-1.17302,1.33531,2.05003,2.71324,272
-0.497744,1.72644,2.02844,2.70979,1372
-0.899638,2.14912,1.37781,2.70674,1678
-1.30607,1.87375,1.44935,2.70507,640
-0.829895,2.16374,1.39078,2.70273,1680
-0.952445,2.13136,1.35285,2.69815,1676
-0.316921,2.11386,1.6392,2.69366,1692
-0.983764,1.42091,2.05996,2.6889,2656
-0.338622,2.13223,1.60194,2.68836,1690
-0.380452,2.15158,1.5642,2.68714,1688
-0.28748,2.08351,1.65372,2.67552,1694
-1.04798,1.38145,2.03701,2.67508,278
-1.00346,2.09345,1.31896,2.67004,593
-0.569182,1.64539,2.01075,2.65977,1371
-0.267268,2.0435,1.67856,2.65798,1696
-1.13042,1.321,2.00813,2.65621,273
-1.56386,1.37509,1.64554,2.65411,647
-1.05158,2.04133,1.30648,2.64192,592
-1.17575,1.31645,1.95577,2.63447,271
-0.250831,1.98938,1.70549,2.63234,1698
-0.624498,1.59223,1.99836,2.63033,1374
-1.52334,1.28845,1.70127,2.62202,649
-1.26177,1.26841,1.89993,2.60973,657
-0.257896,1.92817,1.73502,2.60665,1700
-1.07768,1.98744,1.29455,2.60522,595
-1.31593,1.24516,1.86513,2.60016,655
-1.463,1.23921,1.74305,2.59118,651
-1.09738,1.30429,1.94268,2.58445,274
-1.38485,1.22492,1.79445,2.57649,653
-0.753453,1.48632,1.96328,2.57513,283
-1.09513,1.92288,1.26674,2.54979,597
-0.571783,2.12522,1.27813,2.54502,1681
-0.272995,1.83213,1.74238,2.54305,1702
-0.684394,2.11323,1.22052,2.53452,1679
-0.465866,2.12079,1.294,2.52769,1683
-0.251607,2.06645,1.42508,2.52277,1689
-0.281812,2.08589,1.38837,2.52149,1687
-1.3937,1.52647,1.44051,2.51944,644
-0.383825,2.10532,1.31743,2.51303,1685
-0.221771,2.0419,1.44015,2.5085,1691
-0.749363,2.08456,1.17246,2.50631,1677
-0.203056,2.02135,1.46506,2.5047,1693
-0.309835,1.75332,1.74909,2.49589,1704
-1.13106,1.82827,1.25824,2.49099,599
-0.860912,1.37754,1.8878,2.49049,279
-1.19172,1.75262,1.2785,2.47516,601
-0.186296,1.97218,1.48209,2.47402,1695
-0.851672,2.03143,1.11482,2.46878,594
-0.912663,1.33347,1.85012,2.45643,277
-0.348639,1.68907,1.7346,2.44609,1706
-0.380081,1.64795,1.75702,2.43871,1373
-1.365,1.42124,1.41361,2.42517,646
-0.191091,1.90146,1.49118,2.42398,1697
-0.991286,1.27826,1.79763,2.41827,276
-0.198736,1.87336,1.5117,2.41541,1699
-1.01747,1.27755,1.76762,2.40663,275
-1.36019,1.3757,1.42312,2.40165,648
-0.923108,1.92678,1.0912,2.39903,596
-1.10266,1.241,1.72119,2.39132,659
-1.15952,1.21802,1.68531,2.38082,658
-0.200498,1.80391,1.53829,2.37921,1701
-0.455348,1.55377,1.73646,2.3742,1375
-1.33772,1.32603,1.44492,2.37395,650
-1.21532,1.60431,1.25817,2.37356,603
-1.32646,1.26852,1.48757,2.36251,652
-1.21996,1.20745,1.62247,2.36191,656
-0.969208,1.85459,1.08732,2.3582,598
-1.26904,1.22443,1.53765,2.33967,654
-0.207657,1.74168,1.54138,2.33504,1703
-0.228115,1.69287,1.55884,2.31253,1705
-0.1618,2.04273,1.05699,2.30568,1778
-0.207069,2.05295,1.02741,2.305,1777
-0.341064,2.06349,0.959276,2.30098,1776
-0.58532,1.43788,1.69783,2.30059,282
-0.0785948,2.00098,1.10052,2.285,1779
