Points_0,Points_1,Points_2
0.0410112,-0.00653346,-0.0437508
0.0411469,-0.00557627,-0.0439725
0.0411657,-0.00513553,-0.0440734
0.0411067,-0.00415996,-0.0442766
0.040761,-0.00307835,-0.0444813
0.0404684,-0.00253877,-0.0445738
0.0398063,-0.00182769,-0.0446695
0.0390244,-0.00134253,-0.0447049
0.0380641,-0.00103523,-0.0446814
0.0377573,-0.000993266,-0.0446625
0.0368158,-0.0011914,-0.0445444
0.0358706,-0.00160348,-0.0443845
0.0350733,-0.00216267,-0.0441974
0.0345755,-0.00276307,-0.0440123
0.0342348,-0.00372754,-0.0438089
0.0341738,-0.00457077,-0.0436159
0.0342834,-0.00554125,-0.043398
0.0345855,-0.00651985,-0.0432127
0.0350067,-0.00735741,-0.043067
0.0354885,-0.00821936,-0.042925
0.0361653,-0.00900968,-0.042812
0.0372483,-0.00960961,-0.0427685
0.0384182,-0.00983087,-0.0428368
0.039609,-0.00891424,-0.0423946
0.0399931,-0.00845827,-0.0425287
0.0405054,-0.00761065,-0.0427576
0.0408839,-0.00661485,-0.0430038
0.0411181,-0.00541771,-0.0432889
0.041149,-0.0049886,-0.0433865
0.0411794,-0.00401582,-0.0435944
0.040936,-0.00288436,-0.0438221
0.0406492,-0.00231201,-0.0439168
0.0400308,-0.00152931,-0.0440255
0.0394987,-0.00109845,-0.0440821
0.0392131,-0.000934778,-0.0440875
0.0382755,-0.000597207,-0.0440704
0.0378456,-0.000530148,-0.0440391
0.0368541,-0.000704833,-0.0439315
0.0358818,-0.00105963,-0.0437759
0.0350091,-0.00163619,-0.0435781
0.0343896,-0.00240491,-0.0433557
0.0340315,-0.00340442,-0.0431464
0.033981,-0.00443713,-0.0428975
0.0341474,-0.00541281,-0.0426981
0.0345183,-0.00640017,-0.0425236
0.0348169,-0.00699713,-0.0424085
0.0349633,-0.00727555,-0.0423569
0.0354772,-0.00814044,-0.0422172
0.0361412,-0.00883531,-0.0421229
0.0373547,-0.00942825,-0.0420982
0.0385016,-0.00951774,-0.0421939
0.0394064,-0.00877475,-0.041699
0.0399335,-0.00822105,-0.0418536
0.0404489,-0.00736126,-0.0420842
0.0408337,-0.00641341,-0.0423272
0.0410689,-0.00523603,-0.0426041
0.041215,-0.00426306,-0.0428229
0.0412392,-0.00366838,-0.0429544
0.0410994,-0.0027117,-0.0431523
0.0407072,-0.00180853,-0.0433093
0.0402875,-0.00124273,-0.0433974
0.039738,-0.000742809,-0.0434647
0.0388409,-0.000281197,-0.0434885
0.0384807,-0.000158818,-0.0434804
0.0375077,-4.28254e-05,-0.0434209
0.036862,-0.000182028,-0.0433294
0.0359152,-0.000568658,-0.0431695
0.0348992,-0.00115061,-0.0429398
0.034177,-0.00203739,-0.0427078
0.0338248,-0.00304401,-0.0424956
0.0337684,-0.00333441,-0.0424153
0.0338036,-0.00432457,-0.0421884
0.0340047,-0.00529125,-0.041989
0.0344176,-0.00627782,-0.0418176
0.0348954,-0.00722446,-0.0416472
0.0354711,-0.00804551,-0.0415184
0.0362446,-0.00869047,-0.0414448
0.0374713,-0.00918224,-0.0414465
0.0386136,-0.00917418,-0.0415487
0.0392163,-0.00861681,-0.0409982
0.0398633,-0.00795993,-0.0411875
0.0404114,-0.00712171,-0.0414167
0.0408025,-0.00614813,-0.0416616
0.0409502,-0.00556045,-0.0418022
0.0410456,-0.005084,-0.0419197
0.0412443,-0.00412177,-0.0421422
0.0413197,-0.00370468,-0.0422363
0.0413016,-0.0027274,-0.0424427
0.040944,-0.0016196,-0.0426497
0.040559,-0.000962717,-0.0427672
0.0398308,-0.000303982,-0.0428418
0.0390841,9.3148e-05,-0.0428713
0.0386684,0.0002524,-0.0428708
0.0380538,0.000402078,-0.0428416
0.037102,0.000358295,-0.0427507
0.0359271,-1.96758e-05,-0.0425712
0.0349899,-0.000465614,-0.0423845
0.0345816,-0.000818197,-0.0422861
0.033918,-0.00160941,-0.0420353
0.0336512,-0.00265349,-0.0418561
0.0336131,-0.00319362,-0.0417378
0.033639,-0.00419729,-0.0414928
0.0338593,-0.00516299,-0.0412913
0.0342693,-0.00616975,-0.0411021
0.0348229,-0.00714399,-0.0409371
0.0354522,-0.00793211,-0.0408243
0.0356921,-0.008162,-0.0407936
0.0365401,-0.00866178,-0.0407613
0.0376122,-0.00894437,-0.0407892
0.0386122,-0.00892809,-0.0408788
0.0390446,-0.00846795,-0.0402993
0.0398375,-0.00774148,-0.0405178
0.0403833,-0.00688415,-0.0407477
0.0407662,-0.00591872,-0.0409891
0.0409226,-0.00537785,-0.0411217
0.0410316,-0.0049155,-0.0412335
0.0412874,-0.00397198,-0.0414604
0.0414337,-0.00332565,-0.041609
0.0414365,-0.00232234,-0.0418217
0.0411709,-0.00140182,-0.0420003
0.0408054,-0.000698937,-0.0421159
0.0401275,-3.94887e-06,-0.0422089
0.0393389,0.000453481,-0.0422471
0.0388409,0.00067468,-0.042256
0.0381897,0.000897542,-0.0422447
0.0372213,0.000867487,-0.04215
0.0369136,0.000791333,-0.0421126
0.035945,0.000488627,-0.0419589
0.0356038,0.00036526,-0.0419033
0.0347178,-3.60998e-05,-0.0417296
0.0339713,-0.000736172,-0.0415158
0.0337158,-0.00118427,-0.0413799
0.0334805,-0.00224017,-0.041196
0.0333805,-0.00307122,-0.0409928
0.0334395,-0.00394818,-0.0408081
0.0336714,-0.00505834,-0.0405816
0.0341174,-0.00603991,-0.040399
0.034488,-0.00672362,-0.0402817
0.0347413,-0.00707703,-0.0402244
0.0354624,-0.00784679,-0.0401291
0.0357288,-0.00806642,-0.0400989
0.0366265,-0.00849401,-0.0400792
0.0376752,-0.00868199,-0.0401307
0.0387509,-0.00864637,-0.0402366
0.039896,-0.0073841,-0.0398839
0.0403581,-0.00666545,-0.0400719
0.0407546,-0.00569743,-0.0403161
0.040999,-0.00474047,-0.0405479
0.0413093,-0.00381739,-0.0407767
0.0414541,-0.00339841,-0.0408797
0.0415979,-0.00241694,-0.0410959
0.0415882,-0.00214392,-0.041154
0.0413715,-0.0011986,-0.0413413
0.0409499,-0.000323548,-0.0414887
0.0403993,0.000292818,-0.0415566
0.0396099,0.000837603,-0.0416181
0.0390418,0.00112936,-0.0416393
0.0383095,0.00137514,-0.0416386
0.0373426,0.0013872,-0.0415538
0.0369606,0.00131281,-0.0415026
0.0359713,0.00102926,-0.0413623
0.0355255,0.000870435,-0.0412875
0.0346554,0.00046062,-0.0411114
0.0339027,-0.000177969,-0.0409201
0.0334828,-0.00084493,-0.0407417
0.033232,-0.00188401,-0.0405034
0.0331694,-0.00294557,-0.0402709
0.0332824,-0.00392294,-0.0400631
0.0335138,-0.00488974,-0.0398717
0.0339427,-0.00588104,-0.0397049
0.034372,-0.00661557,-0.0395845
0.0346853,-0.00702778,-0.0395186
0.0353992,-0.00771312,-0.039433
0.0357517,-0.00795047,-0.0394092
0.0366775,-0.0083027,-0.039413
0.0370058,-0.00838046,-0.0394202
0.0377734,-0.0084538,-0.0394736
0.0387269,-0.00838596,-0.0395727
0.0398289,-0.00722709,-0.0391923
0.0403373,-0.00645828,-0.0393992
0.0407353,-0.00548427,-0.0396448
0.0409948,-0.00458688,-0.0398635
0.0413638,-0.00366219,-0.0400982
0.0417163,-0.00275538,-0.0403183
0.041764,-0.00194103,-0.0404917
0.0415848,-0.000987147,-0.0406822
0.0412023,-9.43791e-05,-0.0408389
0.0406996,0.000623084,-0.0409581
0.0398678,0.00122794,-0.0410241
0.039232,0.00154426,-0.0410327
0.038298,0.00188144,-0.0410292
0.0374433,0.00191352,-0.040957
0.0369848,0.00184349,-0.0409037
0.0360169,0.00154044,-0.0407521
0.0354562,0.00135396,-0.0406659
0.0345968,0.000947931,-0.0405008
0.0338167,0.000279206,-0.0402904
0.033293,-0.00048347,-0.0400823
0.0330517,-0.00153827,-0.0398397
0.0330313,-0.00279173,-0.0395762
0.0331547,-0.00380833,-0.0393591
0.0333655,-0.0047583,-0.0391621
0.0337493,-0.0056561,-0.0390055
0.0340321,-0.00616092,-0.0389193
0.0346016,-0.00696154,-0.0387983
0.0349245,-0.0073221,-0.0387542
0.0357886,-0.00786843,-0.0387107
0.0367866,-0.00815574,-0.0387368
0.0378498,-0.00827133,-0.0388007
0.0382892,-0.00826985,-0.0388462
0.0391582,-0.00790859,-0.0389935
0.0397994,-0.00708331,-0.0385056
0.0403181,-0.00624826,-0.0387283
0.040732,-0.00527112,-0.038975
0.0410321,-0.00442546,-0.0391826
0.0414364,-0.00351707,-0.0394161
0.0418175,-0.00262168,-0.0396386
0.0419216,-0.0021058,-0.039757
0.0419396,-0.00173149,-0.0398368
0.0418047,-0.000777056,-0.0400275
0.0414461,9.37933e-05,-0.0401809
0.0408713,0.000943962,-0.0403231
0.0401204,0.00160405,-0.040402
0.0394344,0.0019721,-0.0404177
0.0385084,0.0023204,-0.040408
0.0375874,0.00240872,-0.0403496
0.0370047,0.00232755,-0.0402957
0.0360365,0.00202604,-0.0401464
0.0354071,0.00182694,-0.0400491
0.0345152,0.00138768,-0.0398782
0.0342075,0.00118956,-0.0398061
0.0336427,0.000686036,-0.0396359
0.0331436,-0.000144871,-0.0394159
0.0328838,-0.00122655,-0.0391823
0.0328766,-0.00249864,-0.0389099
0.0330496,-0.00364108,-0.0386774
0.0332632,-0.00464213,-0.0384556
0.0336146,-0.00557963,-0.0382949
0.0339141,-0.00611544,-0.0382018
0.0345146,-0.00688077,-0.038091
0.034962,-0.00728087,-0.0380452
0.0358503,-0.00773556,-0.0380241
0.0368901,-0.00801679,-0.0380523
0.0378998,-0.00806377,-0.0381347
0.0382877,-0.00803812,-0.0381763
0.0391736,-0.00768153,-0.0383284
0.0383126,-0.00784465,-0.0374989
0.0389176,-0.00762601,-0.037596
0.0391631,-0.00744248,-0.0376541
0.0398675,-0.00672967,-0.0378687
0.0402998,-0.00603995,-0.038051
0.0407137,-0.00507322,-0.0382935
0.040856,-0.00464026,-0.0384022
0.0412446,-0.00375718,-0.038628
0.0414666,-0.00335412,-0.0387349
0.0418427,-0.00248006,-0.0389596
0.0420301,-0.00195103,-0.0390824
0.0420901,-0.00155353,-0.039171
0.0419563,-0.000604536,-0.0393637
0.0416351,0.000311226,-0.0395279
0.0411566,0.0011553,-0.0396686
0.0404693,0.00185463,-0.0397616
0.0394989,0.00245752,-0.039806
0.0387062,0.00277385,-0.0398215
0.0377253,0.00290667,-0.0397514
0.0366485,0.00268455,-0.0396209
0.0362937,0.00258098,-0.0395682
0.0353474,0.00227647,-0.0394326
0.0344576,0.00187153,-0.0392598
0.0334994,0.000986871,-0.0389816
0.0330164,0.000145757,-0.0387578
0.0327713,-0.000933246,-0.0385169
0.0327477,-0.00221359,-0.0382332
0.0327637,-0.00253002,-0.0381594
0.032926,-0.00351657,-0.0379666
0.033106,-0.00449927,-0.0377568
0.0335407,-0.00547646,-0.0375935
0.0338523,-0.0060416,-0.0374985
0.0344554,-0.00678417,-0.0373876
0.0349919,-0.00718649,-0.0373486
0.0359024,-0.00758522,-0.0373433
0.0369528,-0.00785225,-0.0373765
0.0379778,-0.00786686,-0.0374671
0.00389392,0.00885189,-0.0381492
0.0396615,-0.00674868,-0.0371254
0.039891,-0.00646812,-0.0372033
0.0404553,-0.00541364,-0.0374782
0.0406929,-0.0048519,-0.0376217
0.0408401,-0.00446342,-0.0377196
0.0412623,-0.00358694,-0.0379461
0.0414759,-0.00318635,-0.0380568
0.0416798,-0.00279422,-0.0381598
0.0420996,-0.00178647,-0.0384093
0.0421842,-0.00140908,-0.038496
0.0421253,-0.000416998,-0.0386985
0.0418403,0.000518637,-0.0388805
0.0413808,0.00137606,-0.0390237
0.0407051,0.00213737,-0.0391338
0.0398044,0.00277085,-0.039187
0.0388944,0.00317666,-0.0392031
0.0379088,0.00337458,-0.0391584
0.0367846,0.00317002,-0.0390179
0.0360926,0.00296923,-0.0389236
0.0353061,0.00270121,-0.0387993
0.0344177,0.00228457,-0.0386294
0.0339916,0.00196825,-0.0385164
0.0333684,0.00129045,-0.0383136
0.032893,0.000417553,-0.0381034
0.032658,-0.000611518,-0.0378626
0.0326417,-0.00139999,-0.0377006
0.0327111,-0.00240337,-0.0374721
0.032857,-0.00336872,-0.0372791
0.0330563,-0.00436557,-0.0370764
0.0334569,-0.00535739,-0.0368904
0.0337982,-0.00596667,-0.0367879
0.0344498,-0.0067008,-0.0366905
0.0350199,-0.00708496,-0.0366564
0.0359741,-0.00745745,-0.0366606
0.0369677,-0.00763719,-0.0367047
0.0380504,-0.00764082,-0.0368051
0.00533012,0.0106145,-0.0379465
0.00462468,0.00990852,-0.0377282
0.00428593,0.00944039,-0.0375916
0.00399809,0.00897732,-0.037466
0.0396508,-0.00657232,-0.0364421
0.0398993,-0.00628411,-0.0365255
0.040457,-0.00529839,-0.0367884
0.0406919,-0.00467651,-0.0369422
0.0410255,-0.00368287,-0.0371859
0.0411988,-0.00340456,-0.0372622
0.0417402,-0.00257442,-0.0374932
0.0421576,-0.00163556,-0.0377281
0.0422631,-0.00123569,-0.0378235
0.042271,-0.000235414,-0.0380381
0.0419847,0.000697005,-0.0382152
0.0415652,0.00157141,-0.0383616
0.0409234,0.00239058,-0.038488
0.0401258,0.00303583,-0.0385604
0.0390686,0.0035682,-0.0385891
0.038106,0.00377344,-0.0385328
0.0371023,0.00365694,-0.0384311
0.0361218,0.00339828,-0.0382978
0.0352573,0.00312765,-0.0381698
0.0343922,0.00269847,-0.0380056
0.0339027,0.00231877,-0.0378714
0.0332668,0.00161467,-0.0376517
0.0328389,0.000696379,-0.0374272
0.032639,-0.000387755,-0.03721
0.0325831,-0.0012554,-0.0369929
0.0326588,-0.00226884,-0.0367864
0.0327905,-0.00323368,-0.0365851
0.0329992,-0.00424409,-0.0363773
0.0332954,-0.00506217,-0.0362209
0.0337797,-0.00587467,-0.0360935
0.0344456,-0.00658592,-0.0360001
0.0350732,-0.0069642,-0.0359706
0.0360083,-0.00727657,-0.0359784
0.0370166,-0.00739846,-0.036041
0.0380923,-0.00742352,-0.0361332
0.0389457,-0.00711763,-0.0362696
0.00541894,0.0107286,-0.0372626
0.00473049,0.0100075,-0.0370447
0.00438919,0.00954612,-0.0369094
0.00411736,0.0090972,-0.0367862
0.00369719,0.00822183,-0.0365499
0.0034406,0.00741912,-0.0363348
0.0395164,-0.00653471,-0.0357214
0.0398877,-0.00607696,-0.0358516
0.0404358,-0.00514722,-0.036104
0.0406845,-0.0045084,-0.0362606
0.041011,-0.0035142,-0.0365037
0.0411806,-0.00321687,-0.0365857
0.0417374,-0.00239169,-0.0368171
0.0419424,-0.00199909,-0.0369182
0.0421744,-0.00149681,-0.0370447
0.0423717,-0.000516784,-0.0372697
0.042372,-7.54083e-05,-0.0373649
0.0421449,0.000882042,-0.0375487
0.041718,0.00175382,-0.0376999
0.0411192,0.00263494,-0.0378412
0.0401313,0.00345341,-0.0379362
0.0392114,0.00390559,-0.0379518
0.0382407,0.0041606,-0.0379143
0.0370026,0.00405983,-0.0378012
0.0361532,0.00382136,-0.0376823
0.035224,0.00351438,-0.0375304
0.0343542,0.00308315,-0.0373642
0.0338023,0.00266722,-0.0372218
0.0331586,0.00188347,-0.0369981
0.0327633,0.000918459,-0.0367597
0.0325696,-0.000184086,-0.0364941
0.0325138,-0.00132637,-0.0362536
0.0325644,-0.00190018,-0.0361355
0.0327004,-0.00309141,-0.0358811
0.0329466,-0.00407047,-0.0356905
0.033415,-0.00514302,-0.0355012
0.0338028,-0.00575084,-0.0354055
0.0344731,-0.00646201,-0.0353084
0.0351937,-0.00681695,-0.0352924
0.0360872,-0.00708217,-0.0353134
0.0370834,-0.0072099,-0.0353695
0.0381242,-0.00727501,-0.0354532
0.0389784,-0.00693921,-0.0355939
0.00622665,0.0114864,-0.0367915
0.00551987,0.0108077,-0.0365797
0.00511246,0.0104017,-0.0364467
0.00451232,0.00962832,-0.0362148
0.00426191,0.00921253,-0.0360985
0.00384397,0.00830726,-0.035849
0.00354896,0.00735038,-0.035591
0.00345965,0.00686628,-0.035458
0.00346424,0.00581121,-0.0352054
0.00379563,0.00473464,-0.0349901
0.00460128,0.00374689,-0.0348685
0.00511251,0.00314204,-0.0348136
0.0393934,-0.00641098,-0.0350248
0.0399026,-0.00581615,-0.0351914
0.0404549,-0.00484018,-0.0354446
0.0406707,-0.00427839,-0.0355841
0.0409883,-0.00327767,-0.0358318
0.0411311,-0.00300437,-0.0359053
0.0416712,-0.00217373,-0.0361383
0.0418887,-0.00181081,-0.0362344
0.0422559,-0.000945542,-0.0364534
0.0423871,-0.000370846,-0.0365856
0.0423249,0.000582922,-0.036784
0.0422237,0.00103735,-0.0368693
0.0418342,0.00192949,-0.0370263
0.0413117,0.00277972,-0.0371693
0.0410565,0.00309923,-0.0372162
0.0402984,0.00372785,-0.0372858
0.0394129,0.00421177,-0.0373205
0.0383918,0.0045358,-0.0372907
0.0381355,0.00458065,-0.0372781
0.0371215,0.00449535,-0.03718
0.0361917,0.00420952,-0.0370498
0.0352223,0.00389342,-0.0368913
0.0343564,0.00345163,-0.0367233
0.0336979,0.002918,-0.0365524
0.0331049,0.00210592,-0.0363224
0.0327477,0.00114757,-0.0360819
0.0325509,2.94964e-05,-0.035826
0.0325061,-0.00115787,-0.0355648
0.0325938,-0.00217883,-0.0353548
0.0326793,-0.00296105,-0.0351883
0.0329847,-0.00393061,-0.0350052
0.0334566,-0.00499587,-0.0348167
0.0338356,-0.00560383,-0.0347181
0.0345462,-0.00628642,-0.0346328
0.0352223,-0.0066097,-0.0346193
0.0361752,-0.00686108,-0.0346517
0.0371423,-0.00701357,-0.034702
0.0381399,-0.00702987,-0.0347949
0.0390074,-0.00671075,-0.0349426
0.00813508,0.012187,-0.0364051
0.00764511,0.0121767,-0.0363572
0.00710148,0.0120832,-0.0362838
0.00631412,0.0115466,-0.036085
0.00563562,0.0108743,-0.0358782
0.00523497,0.0104849,-0.0357574
0.0046449,0.00972761,-0.0355258
0.00440624,0.00931332,-0.0354119
0.00407324,0.00860808,-0.0352151
0.0037472,0.00766856,-0.0349547
0.0036754,0.00630281,-0.034623
0.00368938,0.00594854,-0.0345432
0.00401114,0.00490243,-0.0343252
0.00480158,0.00398836,-0.034238
0.00545195,0.00305077,-0.0341647
0.0391499,-0.00624884,-0.0343219
0.0397862,-0.00565429,-0.0344962
0.0404588,-0.00451678,-0.0347944
0.0406278,-0.00404879,-0.0349079
0.0409367,-0.00301167,-0.0351593
0.0415895,-0.00194886,-0.0354596
0.0418013,-0.00162558,-0.0355468
0.0422031,-0.000771357,-0.0357688
0.0423358,-0.000227014,-0.0358948
0.0423467,0.000736125,-0.036102
0.0422561,0.00117903,-0.036188
0.0419045,0.0020833,-0.036351
0.0414082,0.0029371,-0.0364921
0.0407264,0.00376228,-0.0366129
0.040454,0.00398842,-0.0366387
0.0396136,0.00451478,-0.0366793
0.0385676,0.00489817,-0.0366698
0.0382264,0.00496338,-0.0366484
0.0372236,0.00491823,-0.0365638
0.036235,0.00461784,-0.0364159
0.0351967,0.00426136,-0.0362568
0.0343166,0.00382853,-0.0360843
0.033607,0.00320044,-0.0358889
0.0330676,0.00235158,-0.0356501
0.0327106,0.00133745,-0.035402
0.0325588,0.000222708,-0.035148
0.0325215,-0.0010296,-0.0348719
0.0326125,-0.00203759,-0.03467
0.032783,-0.00301499,-0.0344707
0.0330386,-0.00371926,-0.0343373
0.0334302,-0.0046158,-0.0341827
0.033952,-0.00541244,-0.0340529
0.0344356,-0.00594073,-0.0339673
0.0353206,-0.00637423,-0.0339564
0.0362917,-0.00661882,-0.0340033
0.0371425,-0.00674465,-0.0340617
0.0381283,-0.00677205,-0.0341388
0.00817754,0.0122648,-0.0357042
0.00773063,0.0122383,-0.0356682
0.00689159,0.0119388,-0.035516
0.00642715,0.0116467,-0.0353994
0.00575817,0.0109517,-0.0351918
0.00537648,0.0105554,-0.0350673
0.00479071,0.0098051,-0.0348385
0.00433166,0.00892914,-0.0345892
0.00397106,0.00779561,-0.034282
0.00386928,0.00675469,-0.0340173
0.00393351,0.00610437,-0.0338527
0.00431019,0.00504118,-0.0336302
0.00501058,0.00420531,-0.0335396
0.0055157,0.00343287,-0.0334964
0.0057578,0.00243169,-0.033348
0.0388315,-0.00606984,-0.0336115
0.0397737,-0.00536001,-0.0338569
0.0403944,-0.00431325,-0.0341169
0.0405767,-0.00380948,-0.034236
0.0408664,-0.00275566,-0.0344881
0.041454,-0.00172649,-0.0347763
0.0416727,-0.00142047,-0.0348657
0.0421132,-0.000558187,-0.0350889
0.0422508,-7.32707e-05,-0.0352122
0.0423479,0.000888665,-0.0354148
