name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message
"BM_CPU/128/3/real_time",28,250.515,250.36,ms,,,"horse_tr1 -> horse_ref",,
"BM_CPU/128/4/real_time",60,116.913,114.895,ms,,,"horse_tr2 -> horse_ref",,
"BM_CPU/256/0/real_time",1271582,0.00629487,0.0061756,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_CPU/256/1/real_time",19249,0.363696,0.362188,ms,,,"cow_tr1 -> cow_ref",,
"BM_CPU/256/2/real_time",1628,4.07853,4.04331,ms,,,"cow_tr2 -> cow_ref",,
"BM_CPU/256/3/real_time",23,328.403,320.37,ms,,,"horse_tr1 -> horse_ref",,
"BM_CPU/256/4/real_time",50,141.682,141.274,ms,,,"horse_tr2 -> horse_ref",,
"BM_CPU/512/0/real_time",1208334,0.00595974,0.00586486,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_CPU/512/1/real_time",14278,0.557452,0.551693,ms,,,"cow_tr1 -> cow_ref",,
"BM_CPU/512/2/real_time",1126,5.97298,5.91119,ms,,,"cow_tr2 -> cow_ref",,
"BM_CPU/512/3/real_time",18,395.62,389.258,ms,,,"horse_tr1 -> horse_ref",,
"BM_CPU/512/4/real_time",34,215.042,209.804,ms,,,"horse_tr2 -> horse_ref",,
"BM_CPU/1024/0/real_time",1159942,0.0056628,0.00563047,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_CPU/1024/1/real_time",8675,0.853858,0.834445,ms,,,"cow_tr1 -> cow_ref",,
"BM_CPU/1024/2/real_time",690,10.3103,10.1809,ms,,,"cow_tr2 -> cow_ref",,
"BM_CPU/1024/3/real_time",13,577.48,551.679,ms,,,"horse_tr1 -> horse_ref",,
"BM_CPU/1024/4/real_time",22,310.223,308.642,ms,,,"horse_tr2 -> horse_ref",,
"BM_GPU/8/0/real_time",21963,0.30915,0.306735,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_GPU/8/1/real_time",1132,6.92493,6.8208,ms,,,"cow_tr1 -> cow_ref",,
"BM_GPU/8/2/real_time",583,12.0573,12.0343,ms,,,"cow_tr2 -> cow_ref",,
"BM_GPU/8/3/real_time",12,603.615,603.267,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/8/4/real_time",26,269.048,268.51,ms,,,"horse_tr2 -> horse_ref",,
"BM_GPU/16/0/real_time",23752,0.30356,0.30264,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_GPU/16/1/real_time",2048,3.56581,3.52257,ms,,,"cow_tr1 -> cow_ref",,
"BM_GPU/16/2/real_time",817,8.16074,8.09775,ms,,,"cow_tr2 -> cow_ref",,
"BM_GPU/16/3/real_time",20,317.772,316.108,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/16/4/real_time",45,154.792,154.661,ms,,,"horse_tr2 -> horse_ref",,
"BM_GPU/32/0/real_time",22823,0.310335,0.310035,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_GPU/32/1/real_time",2929,2.23691,2.19606,ms,,,"cow_tr1 -> cow_ref",,
"BM_GPU/32/2/real_time",991,6.33261,6.30209,ms,,,"cow_tr2 -> cow_ref",,
"BM_GPU/32/3/real_time",41,171.717,171.589,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/32/4/real_time",75,96.7121,96.3754,ms,,,"horse_tr2 -> horse_ref",,
"BM_GPU/64/0/real_time",22226,0.317907,0.317649,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_GPU/64/1/real_time",5291,1.43086,1.40301,ms,,,"cow_tr1 -> cow_ref",,
"BM_GPU/64/2/real_time",1235,5.60364,5.53341,ms,,,"cow_tr2 -> cow_ref",,
"BM_GPU/64/3/real_time",68,111.113,110.554,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/64/4/real_time",114,61.3596,61.3079,ms,,,"horse_tr2 -> horse_ref",,
"BM_GPU/128/0/real_time",21592,0.330278,0.329983,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_GPU/128/1/real_time",7145,1.10988,1.09119,ms,,,"cow_tr1 -> cow_ref",,
"BM_GPU/128/2/real_time",1310,5.38381,5.34266,ms,,,"cow_tr2 -> cow_ref",,
"BM_GPU/128/3/real_time",92,78.7278,78.4296,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/128/4/real_time",146,49.7121,49.3325,ms,,,"horse_tr2 -> horse_ref",,
"BM_GPU/256/0/real_time",21129,0.331235,0.330926,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_GPU/256/1/real_time",8582,0.84792,0.83803,ms,,,"cow_tr1 -> cow_ref",,
"BM_GPU/256/2/real_time",1224,5.41864,5.39898,ms,,,"cow_tr2 -> cow_ref",,
"BM_GPU/256/3/real_time",101,76.9149,75.3724,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/256/4/real_time",157,44.6898,44.5513,ms,,,"horse_tr2 -> horse_ref",,
"BM_GPU/512/0/real_time",20642,0.33878,0.338476,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_GPU/512/1/real_time",7069,0.793393,0.776662,ms,,,"cow_tr1 -> cow_ref",,
"BM_GPU/512/2/real_time",1267,5.50863,5.46308,ms,,,"cow_tr2 -> cow_ref",,
"BM_GPU/512/3/real_time",102,71.7213,71.2699,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/512/4/real_time",151,48.2966,48.0291,ms,,,"horse_tr2 -> horse_ref",,
"BM_GPU/1024/0/real_time",20608,0.34107,0.340764,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_GPU/1024/1/real_time",10379,0.71981,0.713201,ms,,,"cow_tr1 -> cow_ref",,
"BM_GPU/1024/2/real_time",1168,6.33046,6.26792,ms,,,"cow_tr2 -> cow_ref",,
"BM_GPU/1024/3/real_time",89,82.3714,81.9932,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/1024/4/real_time",126,55.0397,54.9867,ms,,,"horse_tr2 -> horse_ref",,
