name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message
"BM_GPU/128/3/real_time",27,266.851,266.548,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/128/4/real_time",32,227.838,227.346,ms,,,"horse_tr2 -> horse_ref",,
"BM_GPU/256/0/real_time",22990,0.305006,0.304717,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_GPU/256/1/real_time",4983,1.45676,1.42562,ms,,,"cow_tr1 -> cow_ref",,
"BM_GPU/256/2/real_time",517,11.8221,11.685,ms,,,"cow_tr2 -> cow_ref",,
"BM_GPU/256/3/real_time",28,264.291,262.559,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/256/4/real_time",32,217.279,217.11,ms,,,"horse_tr2 -> horse_ref",,
"BM_GPU/512/0/real_time",23786,0.301943,0.301649,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_GPU/512/1/real_time",5293,1.37154,1.3648,ms,,,"cow_tr1 -> cow_ref",,
"BM_GPU/512/2/real_time",633,11.1644,11.0598,ms,,,"cow_tr2 -> cow_ref",,
"BM_GPU/512/3/real_time",28,254.35,252.979,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/512/4/real_time",32,286.945,280.602,ms,,,"horse_tr2 -> horse_ref",,
"BM_GPU/1024/0/real_time",22925,0.31458,0.313642,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_GPU/1024/1/real_time",5287,1.39721,1.37392,ms,,,"cow_tr1 -> cow_ref",,
"BM_GPU/1024/2/real_time",488,12.7974,12.5082,ms,,,"cow_tr2 -> cow_ref",,
"BM_GPU/1024/3/real_time",27,260.997,259.762,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/1024/4/real_time",31,230.349,229.518,ms,,,"horse_tr2 -> horse_ref",,
