name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message
"BM_CPU/1024/2/real_time",758,9.78338,9.68547,ms,,,"cow_tr2 -> cow_ref",,
"BM_CPU/1024/3/real_time",10,507.078,493.463,ms,,,"horse_tr1 -> horse_ref",,
"BM_CPU/1024/4/real_time",25,291.859,287.046,ms,,,"horse_tr2 -> horse_ref",,
"BM_GPU/8/0/real_time",24706,0.295983,0.29516,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_GPU/8/1/real_time",1135,6.76236,6.62325,ms,,,"cow_tr1 -> cow_ref",,
"BM_GPU/8/2/real_time",571,13.1353,13.0269,ms,,,"cow_tr2 -> cow_ref",,
"BM_GPU/8/3/real_time",12,592.666,592.312,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/8/4/real_time",27,270.121,269.077,ms,,,"horse_tr2 -> horse_ref",,
"BM_GPU/16/0/real_time",24835,0.289298,0.289056,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_GPU/16/1/real_time",2019,3.40853,3.39811,ms,,,"cow_tr1 -> cow_ref",,
"BM_GPU/16/2/real_time",831,8.04365,8.01736,ms,,,"cow_tr2 -> cow_ref",,
"BM_GPU/16/3/real_time",22,306.588,306.392,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/16/4/real_time",42,149.426,149.328,ms,,,"horse_tr2 -> horse_ref",,
"BM_GPU/32/0/real_time",23919,0.297484,0.29724,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_GPU/32/1/real_time",3049,2.20996,2.18895,ms,,,"cow_tr1 -> cow_ref",,
"BM_GPU/32/2/real_time",1103,6.64051,6.57731,ms,,,"cow_tr2 -> cow_ref",,
"BM_GPU/32/3/real_time",43,162.342,162.231,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/32/4/real_time",84,90.1557,89.6546,ms,,,"horse_tr2 -> horse_ref",,
"BM_GPU/64/0/real_time",23490,0.305668,0.305376,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_GPU/64/1/real_time",5236,1.34706,1.33416,ms,,,"cow_tr1 -> cow_ref",,
"BM_GPU/64/2/real_time",1223,5.52171,5.48838,ms,,,"cow_tr2 -> cow_ref",,
"BM_GPU/64/3/real_time",75,99.3409,98.7997,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/64/4/real_time",136,54.5922,53.791,ms,,,"horse_tr2 -> horse_ref",,
"BM_GPU/128/0/real_time",22794,0.308768,0.308495,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_GPU/128/1/real_time",7318,1.06784,1.01671,ms,,,"cow_tr1 -> cow_ref",,
"BM_GPU/128/2/real_time",1225,5.25223,5.21391,ms,,,"cow_tr2 -> cow_ref",,
"BM_GPU/128/3/real_time",106,70.083,68.55,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/128/4/real_time",185,39.2406,38.9051,ms,,,"horse_tr2 -> horse_ref",,
"BM_GPU/256/0/real_time",22341,0.318066,0.317792,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_GPU/256/1/real_time",8681,0.863654,0.85781,ms,,,"cow_tr1 -> cow_ref",,
"BM_GPU/256/2/real_time",1312,5.3731,5.35649,ms,,,"cow_tr2 -> cow_ref",,
"BM_GPU/256/3/real_time",119,63.2672,62.8449,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/256/4/real_time",201,37.0821,36.9796,ms,,,"horse_tr2 -> horse_ref",,
"BM_GPU/512/0/real_time",22043,0.320706,0.320442,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_GPU/512/1/real_time",9831,0.78074,0.769512,ms,,,"cow_tr1 -> cow_ref",,
"BM_GPU/512/2/real_time",1249,5.48903,5.45904,ms,,,"cow_tr2 -> cow_ref",,
"BM_GPU/512/3/real_time",118,62.4554,61.9229,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/512/4/real_time",191,39.9097,39.7013,ms,,,"horse_tr2 -> horse_ref",,
"BM_GPU/1024/0/real_time",21779,0.324512,0.324227,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_GPU/1024/1/real_time",9056,0.751851,0.741275,ms,,,"cow_tr1 -> cow_ref",,
"BM_GPU/1024/2/real_time",1152,5.8905,5.87231,ms,,,"cow_tr2 -> cow_ref",,
"BM_GPU/1024/3/real_time",103,71.8508,71.5581,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/1024/4/real_time",155,48.6884,48.4343,ms,,,"horse_tr2 -> horse_ref",,
