name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message
"BM_CPU/8/0/real_time",936695,0.00758356,0.00743067,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_CPU/8/1/real_time",5700,1.21591,1.20023,ms,,,"cow_tr1 -> cow_ref",,
"BM_CPU/8/2/real_time",1767,3.60669,3.57381,ms,,,"cow_tr2 -> cow_ref",,
"BM_CPU/8/3/real_time",20,303.531,297.811,ms,,,"horse_tr1 -> horse_ref",,
"BM_CPU/8/4/real_time",47,150.709,150.13,ms,,,"horse_tr2 -> horse_ref",,
"BM_CPU/16/0/real_time",1222447,0.00619231,0.00604275,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_CPU/16/1/real_time",8790,0.854449,0.835239,ms,,,"cow_tr1 -> cow_ref",,
"BM_CPU/16/2/real_time",2371,3.06485,2.99696,ms,,,"cow_tr2 -> cow_ref",,
"BM_CPU/16/3/real_time",29,249.019,246.057,ms,,,"horse_tr1 -> horse_ref",,
"BM_CPU/16/4/real_time",55,125.222,122.914,ms,,,"horse_tr2 -> horse_ref",,
"BM_CPU/32/0/real_time",1233750,0.00607705,0.00603255,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_CPU/32/1/real_time",12032,0.550488,0.543576,ms,,,"cow_tr1 -> cow_ref",,
"BM_CPU/32/2/real_time",2279,2.76391,2.72967,ms,,,"cow_tr2 -> cow_ref",,
"BM_CPU/32/3/real_time",31,235.099,231.274,ms,,,"horse_tr1 -> horse_ref",,
"BM_CPU/32/4/real_time",53,109.676,109.469,ms,,,"horse_tr2 -> horse_ref",,
"BM_CPU/64/0/real_time",1224520,0.00614999,0.0059835,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_CPU/64/1/real_time",16688,0.455778,0.4468,ms,,,"cow_tr1 -> cow_ref",,
"BM_CPU/64/2/real_time",2410,3.03534,3.01154,ms,,,"cow_tr2 -> cow_ref",,
"BM_CPU/64/3/real_time",29,243.261,240.233,ms,,,"horse_tr1 -> horse_ref",,
"BM_CPU/64/4/real_time",62,115.152,113.347,ms,,,"horse_tr2 -> horse_ref",,
"BM_CPU/128/0/real_time",1093919,0.00584418,0.00572812,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_CPU/128/1/real_time",19085,0.381556,0.370374,ms,,,"cow_tr1 -> cow_ref",,
"BM_CPU/128/2/real_time",2064,4.40689,4.24985,ms,,,"cow_tr2 -> cow_ref",,
"BM_CPU/128/3/real_time",26,423.637,394.63,ms,,,"horse_tr1 -> horse_ref",,
"BM_CPU/128/4/real_time",54,130.261,128.896,ms,,,"horse_tr2 -> horse_ref",,
"BM_CPU/256/0/real_time",1240253,0.0065881,0.00648272,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_CPU/256/1/real_time",18068,0.397347,0.387322,ms,,,"cow_tr1 -> cow_ref",,
"BM_CPU/256/2/real_time",1713,4.27245,4.18031,ms,,,"cow_tr2 -> cow_ref",,
"BM_CPU/256/3/real_time",21,313.432,310.302,ms,,,"horse_tr1 -> horse_ref",,
"BM_CPU/256/4/real_time",43,169.969,166.884,ms,,,"horse_tr2 -> horse_ref",,
"BM_CPU/512/0/real_time",1223741,0.00592056,0.00581614,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_CPU/512/1/real_time",14353,0.545334,0.533631,ms,,,"cow_tr1 -> cow_ref",,
"BM_CPU/512/2/real_time",1205,6.07045,5.89392,ms,,,"cow_tr2 -> cow_ref",,
"BM_CPU/512/3/real_time",18,384.368,380.723,ms,,,"horse_tr1 -> horse_ref",,
"BM_CPU/512/4/real_time",32,235.538,228.506,ms,,,"horse_tr2 -> horse_ref",,
"BM_CPU/1024/0/real_time",1220204,0.00792014,0.00751255,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_CPU/1024/1/real_time",9034,0.980887,0.937008,ms,,,"cow_tr1 -> cow_ref",,
"BM_CPU/1024/2/real_time",724,11.5424,11.1358,ms,,,"cow_tr2 -> cow_ref",,
"BM_CPU/1024/3/real_time",13,543.578,540.999,ms,,,"horse_tr1 -> horse_ref",,
"BM_CPU/1024/4/real_time",20,337.184,331.544,ms,,,"horse_tr2 -> horse_ref",,
"BM_GPU/8/0/real_time",22863,0.307241,0.299127,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_GPU/8/1/real_time",996,7.32251,7.12326,ms,,,"cow_tr1 -> cow_ref",,
"BM_GPU/8/2/real_time",419,18.5157,17.8993,ms,,,"cow_tr2 -> cow_ref",,
"BM_GPU/8/3/real_time",9,783.333,782.835,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/8/4/real_time",15,432.57,432.26,ms,,,"horse_tr2 -> horse_ref",,
"BM_GPU/16/0/real_time",27668,0.264938,0.264699,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_GPU/16/1/real_time",1322,5.95609,5.76278,ms,,,"cow_tr1 -> cow_ref",,
"BM_GPU/16/2/real_time",562,16.3404,15.805,ms,,,"cow_tr2 -> cow_ref",,
"BM_GPU/16/3/real_time",15,466.771,466.392,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/16/4/real_time",24,290.152,289.929,ms,,,"horse_tr2 -> horse_ref",,
"BM_GPU/32/0/real_time",25751,0.276419,0.276133,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_GPU/32/1/real_time",2069,2.49502,2.46775,ms,,,"cow_tr1 -> cow_ref",,
"BM_GPU/32/2/real_time",673,10.5661,10.4411,ms,,,"cow_tr2 -> cow_ref",,
"BM_GPU/32/3/real_time",23,322.955,318.387,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/32/4/real_time",32,220.938,220.805,ms,,,"horse_tr2 -> horse_ref",,
"BM_GPU/64/0/real_time",24900,0.283764,0.283519,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_GPU/64/1/real_time",3580,2.16409,2.10479,ms,,,"cow_tr1 -> cow_ref",,
"BM_GPU/64/2/real_time",715,10.1069,9.97411,ms,,,"cow_tr2 -> cow_ref",,
"BM_GPU/64/3/real_time",29,237.432,237.159,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/64/4/real_time",38,205,201.28,ms,,,"horse_tr2 -> horse_ref",,
"BM_GPU/128/0/real_time",24931,0.286437,0.286143,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_GPU/128/1/real_time",4823,1.48658,1.48395,ms,,,"cow_tr1 -> cow_ref",,
"BM_GPU/128/2/real_time",731,9.59727,9.45033,ms,,,"cow_tr2 -> cow_ref",,
"BM_GPU/128/3/real_time",31,201.801,201.645,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/128/4/real_time",42,173.964,173.29,ms,,,"horse_tr2 -> horse_ref",,
"BM_GPU/256/0/real_time",24391,0.290569,0.290299,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_GPU/256/1/real_time",4552,1.38276,1.37501,ms,,,"cow_tr1 -> cow_ref",,
"BM_GPU/256/2/real_time",752,9.52061,9.39907,ms,,,"cow_tr2 -> cow_ref",,
"BM_GPU/256/3/real_time",36,192.956,192.371,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/256/4/real_time",42,172.022,170.286,ms,,,"horse_tr2 -> horse_ref",,
"BM_GPU/512/0/real_time",24080,0.293615,0.293066,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_GPU/512/1/real_time",5855,1.20277,1.19566,ms,,,"cow_tr1 -> cow_ref",,
"BM_GPU/512/2/real_time",757,9.30332,9.27129,ms,,,"cow_tr2 -> cow_ref",,
"BM_GPU/512/3/real_time",36,198.486,198.193,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/512/4/real_time",41,167.298,167.023,ms,,,"horse_tr2 -> horse_ref",,
"BM_GPU/1024/0/real_time",23873,0.296181,0.295918,ms,,,"line_translated_2_3_4 -> line_ref",,
"BM_GPU/1024/1/real_time",5675,1.34645,1.33225,ms,,,"cow_tr1 -> cow_ref",,
"BM_GPU/1024/2/real_time",690,10.6388,10.5035,ms,,,"cow_tr2 -> cow_ref",,
"BM_GPU/1024/3/real_time",35,201.089,200.944,ms,,,"horse_tr1 -> horse_ref",,
"BM_GPU/1024/4/real_time",40,171.947,171.827,ms,,,"horse_tr2 -> horse_ref",,
